"workerid","qnumber","qtype","condition","item","response","lower","upper"
"37",0,"bins","posterior","sweater",0,27,"30"
"37",0,"bins","posterior","sweater",0.03,30,"33"
"37",0,"bins","posterior","sweater",0.02,33,"36"
"37",0,"bins","posterior","sweater",0.02,36,"39"
"37",0,"bins","posterior","sweater",0.12,39,"42"
"37",0,"bins","posterior","sweater",0.16,42,"45"
"37",0,"bins","posterior","sweater",0.18,45,"48"
"37",0,"bins","posterior","sweater",0.19,48,"51"
"37",0,"bins","posterior","sweater",0.3,51,"54"
"37",0,"bins","posterior","sweater",0.33,54,"57"
"37",0,"bins","posterior","sweater",0.33,57,"60"
"37",0,"bins","posterior","sweater",0.45,60,"63"
"37",0,"bins","posterior","sweater",0.44,63,"66"
"37",0,"bins","posterior","sweater",0.47,66,"69"
"37",0,"bins","posterior","sweater",0.51,69,"72"
"37",0,"bins","posterior","sweater",0.55,72,"75"
"37",0,"bins","posterior","sweater",0.58,75,"78"
"37",0,"bins","posterior","sweater",0.6,78,"81"
"37",0,"bins","posterior","sweater",0.63,81,"84"
"37",0,"bins","posterior","sweater",0.64,84,"87"
"37",0,"bins","posterior","sweater",0.66,87,"90"
"37",0,"bins","posterior","sweater",0.74,90,"93"
"37",0,"bins","posterior","sweater",0.76,93,"96"
"37",0,"bins","posterior","sweater",0.78,96,"99"
"37",0,"bins","posterior","sweater",0.81,99,"102"
"37",0,"bins","posterior","sweater",0.84,102,"105"
"37",0,"bins","posterior","sweater",0.85,105,"108"
"37",0,"bins","posterior","sweater",0.86,108,"111"
"37",0,"bins","posterior","sweater",0.87,111,"114"
"37",0,"bins","posterior","sweater",0.87,114,"117"
"37",0,"bins","posterior","sweater",0.87,117,"120"
"37",0,"bins","posterior","sweater",0.82,120,"123"
"37",0,"bins","posterior","sweater",0.83,123,"126"
"37",0,"bins","posterior","sweater",0.83,126,"129"
"37",0,"bins","posterior","sweater",0.83,129,"132"
"37",0,"bins","posterior","sweater",0.82,132,"135"
"37",0,"bins","posterior","sweater",0.84,135,"138"
"37",0,"bins","posterior","sweater",0.84,138,"141"
"37",0,"bins","posterior","sweater",0.84,141,"144"
"37",0,"bins","posterior","sweater",0.84,144,"147"
"37",0,"bins","posterior","sweater",0.85,147,"150"
"37",0,"bins","posterior","sweater",0.8,150,"153"
"37",0,"bins","posterior","sweater",0.8,153,"156"
"37",0,"bins","posterior","sweater",0.79,156,"159"
"37",0,"bins","posterior","sweater",0.8,159,"162"
"37",0,"bins","posterior","sweater",0.8,162,"165"
"37",0,"bins","posterior","sweater",0.84,165,"168"
"37",0,"bins","posterior","sweater",0.84,168,"171"
"37",0,"bins","posterior","sweater",0.82,171,"174"
"37",0,"bins","posterior","sweater",0.84,174,"177"
"37",0,"bins","posterior","sweater",0.84,177,"180"
"37",0,"bins","posterior","sweater",0.84,180,"183"
"37",0,"bins","posterior","sweater",0.83,183,"186"
"37",0,"bins","posterior","sweater",0.85,186,"189"
"37",0,"bins","posterior","sweater",0.83,189,"192"
"37",0,"bins","posterior","sweater",0.85,192,"195"
"37",0,"bins","posterior","sweater",0.85,195,"198"
"37",0,"bins","posterior","sweater",0.84,198,"201"
"37",0,"bins","posterior","sweater",0.85,201,"204"
"37",0,"bins","posterior","sweater",0.85,204,"207"
"37",0,"bins","posterior","sweater",0.84,207,"210"
"37",0,"bins","posterior","sweater",0.87,210,"213"
"37",0,"bins","posterior","sweater",0.88,213,"216"
"37",0,"bins","posterior","sweater",0.86,216,"219"
"37",0,"bins","posterior","sweater",0.86,219,"222"
"37",0,"bins","posterior","sweater",0.85,222,"225"
"37",0,"bins","posterior","sweater",0.85,225,"228"
"37",0,"bins","posterior","sweater",0.87,228,"231"
"37",0,"bins","posterior","sweater",0.86,231,"234"
"37",0,"bins","posterior","sweater",0.85,234,"237"
"37",0,"bins","posterior","sweater",0.87,237,"infty"
"38",0,"bins","posterior","sweater",0,0,"3"
"38",0,"bins","posterior","sweater",0.02,3,"6"
"38",0,"bins","posterior","sweater",0,6,"9"
"38",0,"bins","posterior","sweater",0.01,9,"12"
"38",0,"bins","posterior","sweater",0.02,12,"15"
"38",0,"bins","posterior","sweater",0.02,15,"18"
"38",0,"bins","posterior","sweater",0.02,18,"21"
"38",0,"bins","posterior","sweater",0.01,21,"24"
"38",0,"bins","posterior","sweater",0.01,24,"27"
"38",0,"bins","posterior","sweater",0.02,27,"30"
"38",0,"bins","posterior","sweater",0.01,30,"33"
"38",0,"bins","posterior","sweater",0.01,33,"36"
"38",0,"bins","posterior","sweater",0.02,36,"39"
"38",0,"bins","posterior","sweater",0.02,39,"42"
"38",0,"bins","posterior","sweater",0.02,42,"45"
"38",0,"bins","posterior","sweater",0.01,45,"48"
"38",0,"bins","posterior","sweater",0.02,48,"51"
"38",0,"bins","posterior","sweater",0.02,51,"54"
"38",0,"bins","posterior","sweater",0.16,54,"57"
"38",0,"bins","posterior","sweater",0.45,57,"60"
"38",0,"bins","posterior","sweater",0,60,"63"
"38",0,"bins","posterior","sweater",0.11,63,"66"
"38",0,"bins","posterior","sweater",0.13,66,"69"
"38",0,"bins","posterior","sweater",0.16,69,"72"
"38",0,"bins","posterior","sweater",0.2,72,"75"
"38",0,"bins","posterior","sweater",0.25,75,"78"
"38",0,"bins","posterior","sweater",0.32,78,"81"
"38",0,"bins","posterior","sweater",0.43,81,"84"
"38",0,"bins","posterior","sweater",0.48,84,"87"
"38",0,"bins","posterior","sweater",0.53,87,"90"
"38",0,"bins","posterior","sweater",0.24,90,"93"
"38",0,"bins","posterior","sweater",0.24,93,"96"
"38",0,"bins","posterior","sweater",0.25,96,"99"
"38",0,"bins","posterior","sweater",0.25,99,"102"
"38",0,"bins","posterior","sweater",0.25,102,"105"
"38",0,"bins","posterior","sweater",0.26,105,"108"
"38",0,"bins","posterior","sweater",0.23,108,"111"
"38",0,"bins","posterior","sweater",0.22,111,"114"
"38",0,"bins","posterior","sweater",0.22,114,"117"
"38",0,"bins","posterior","sweater",0.22,117,"120"
"38",0,"bins","posterior","sweater",0.38,120,"123"
"38",0,"bins","posterior","sweater",0.38,123,"126"
"38",0,"bins","posterior","sweater",0.41,126,"129"
"38",0,"bins","posterior","sweater",0.43,129,"132"
"38",0,"bins","posterior","sweater",0.41,132,"135"
"38",0,"bins","posterior","sweater",0.42,135,"138"
"38",0,"bins","posterior","sweater",0.4,138,"141"
"38",0,"bins","posterior","sweater",0.39,141,"144"
"38",0,"bins","posterior","sweater",0.4,144,"147"
"38",0,"bins","posterior","sweater",0.4,147,"150"
"38",0,"bins","posterior","sweater",0.62,150,"153"
"38",0,"bins","posterior","sweater",0.65,153,"156"
"38",0,"bins","posterior","sweater",0.61,156,"159"
"38",0,"bins","posterior","sweater",0.58,159,"162"
"38",0,"bins","posterior","sweater",0.6,162,"165"
"38",0,"bins","posterior","sweater",0.62,165,"168"
"38",0,"bins","posterior","sweater",0.61,168,"171"
"38",0,"bins","posterior","sweater",0.62,171,"174"
"38",0,"bins","posterior","sweater",0.63,174,"177"
"38",0,"bins","posterior","sweater",0.59,177,"180"
"38",0,"bins","posterior","sweater",0.57,180,"183"
"38",0,"bins","posterior","sweater",0.57,183,"186"
"38",0,"bins","posterior","sweater",0.58,186,"189"
"38",0,"bins","posterior","sweater",0.59,189,"192"
"38",0,"bins","posterior","sweater",0.58,192,"195"
"38",0,"bins","posterior","sweater",0.58,195,"198"
"38",0,"bins","posterior","sweater",0.58,198,"201"
"38",0,"bins","posterior","sweater",0.57,201,"204"
"38",0,"bins","posterior","sweater",0.57,204,"207"
"38",0,"bins","posterior","sweater",0.58,207,"210"
"38",0,"bins","posterior","sweater",0.56,210,"213"
"38",0,"bins","posterior","sweater",0.53,213,"216"
"38",0,"bins","posterior","sweater",0.53,216,"219"
"38",0,"bins","posterior","sweater",0.5,219,"222"
"38",0,"bins","posterior","sweater",0.47,222,"225"
"38",0,"bins","posterior","sweater",0.47,225,"228"
"38",0,"bins","posterior","sweater",0.48,228,"231"
"38",0,"bins","posterior","sweater",0.47,231,"234"
"38",0,"bins","posterior","sweater",0.45,234,"237"
"38",0,"bins","posterior","sweater",0.39,237,"infty"
"39",0,"bins","posterior","headphones",0.01,0,"6"
"39",0,"bins","posterior","headphones",0.02,6,"12"
"39",0,"bins","posterior","headphones",0.03,12,"18"
"39",0,"bins","posterior","headphones",0.02,18,"24"
"39",0,"bins","posterior","headphones",0.2,24,"30"
"39",0,"bins","posterior","headphones",0.22,30,"36"
"39",0,"bins","posterior","headphones",0.46,36,"42"
"39",0,"bins","posterior","headphones",0.5,42,"48"
"39",0,"bins","posterior","headphones",0.61,48,"54"
"39",0,"bins","posterior","headphones",0.79,54,"60"
"39",0,"bins","posterior","headphones",0.75,60,"66"
"39",0,"bins","posterior","headphones",0.77,66,"72"
"39",0,"bins","posterior","headphones",0.76,72,"78"
"39",0,"bins","posterior","headphones",0.79,78,"84"
"39",0,"bins","posterior","headphones",0.78,84,"90"
"39",0,"bins","posterior","headphones",0.77,90,"96"
"39",0,"bins","posterior","headphones",0.81,96,"102"
"39",0,"bins","posterior","headphones",0.81,102,"108"
"39",0,"bins","posterior","headphones",0.81,108,"114"
"39",0,"bins","posterior","headphones",0.82,114,"120"
"39",0,"bins","posterior","headphones",0.98,120,"126"
"39",0,"bins","posterior","headphones",0.99,126,"132"
"39",0,"bins","posterior","headphones",0.98,132,"138"
"39",0,"bins","posterior","headphones",0.96,138,"144"
"39",0,"bins","posterior","headphones",0.97,144,"150"
"39",0,"bins","posterior","headphones",0.97,150,"156"
"39",0,"bins","posterior","headphones",0.99,156,"162"
"39",0,"bins","posterior","headphones",0.97,162,"168"
"39",0,"bins","posterior","headphones",0.98,168,"174"
"39",0,"bins","posterior","headphones",0.98,174,"180"
"39",0,"bins","posterior","headphones",0.96,180,"186"
"39",0,"bins","posterior","headphones",0.98,186,"192"
"39",0,"bins","posterior","headphones",0.97,192,"198"
"39",0,"bins","posterior","headphones",0.98,198,"204"
"39",0,"bins","posterior","headphones",0.99,204,"210"
"39",0,"bins","posterior","headphones",0.98,210,"216"
"39",0,"bins","posterior","headphones",0.99,216,"222"
"39",0,"bins","posterior","headphones",0.98,222,"228"
"39",0,"bins","posterior","headphones",0.98,228,"234"
"39",0,"bins","posterior","headphones",0.97,234,"240"
"39",0,"bins","posterior","headphones",0.96,240,"246"
"39",0,"bins","posterior","headphones",0.98,246,"252"
"39",0,"bins","posterior","headphones",0.98,252,"258"
"39",0,"bins","posterior","headphones",1,258,"264"
"39",0,"bins","posterior","headphones",0.97,264,"270"
"39",0,"bins","posterior","headphones",0.97,270,"276"
"39",0,"bins","posterior","headphones",0.99,276,"282"
"39",0,"bins","posterior","headphones",0.99,282,"288"
"39",0,"bins","posterior","headphones",1,288,"294"
"39",0,"bins","posterior","headphones",0.99,294,"300"
"39",0,"bins","posterior","headphones",0.98,300,"306"
"39",0,"bins","posterior","headphones",0.97,306,"312"
"39",0,"bins","posterior","headphones",0.96,312,"318"
"39",0,"bins","posterior","headphones",0.98,318,"324"
"39",0,"bins","posterior","headphones",0.98,324,"infty"
"10",1,"bins","prior","laptop",0,0,"50"
"10",1,"bins","prior","laptop",0,50,"100"
"10",1,"bins","prior","laptop",0,100,"150"
"10",1,"bins","prior","laptop",0,150,"200"
"10",1,"bins","prior","laptop",0,200,"250"
"10",1,"bins","prior","laptop",0,250,"300"
"10",1,"bins","prior","laptop",0.18,300,"350"
"10",1,"bins","prior","laptop",0.23,350,"400"
"10",1,"bins","prior","laptop",0.31,400,"450"
"10",1,"bins","prior","laptop",0.4,450,"500"
"10",1,"bins","prior","laptop",0.46,500,"550"
"10",1,"bins","prior","laptop",0.5,550,"600"
"10",1,"bins","prior","laptop",0.61,600,"650"
"10",1,"bins","prior","laptop",0.74,650,"700"
"10",1,"bins","prior","laptop",0.87,700,"750"
"10",1,"bins","prior","laptop",1,750,"800"
"10",1,"bins","prior","laptop",1,800,"850"
"10",1,"bins","prior","laptop",1,850,"900"
"10",1,"bins","prior","laptop",1,900,"950"
"10",1,"bins","prior","laptop",1,950,"1000"
"10",1,"bins","prior","laptop",1,1000,"1050"
"10",1,"bins","prior","laptop",1,1050,"1100"
"10",1,"bins","prior","laptop",0.79,1100,"1150"
"10",1,"bins","prior","laptop",0.71,1150,"1200"
"10",1,"bins","prior","laptop",0.67,1200,"1250"
"10",1,"bins","prior","laptop",0.61,1250,"1300"
"10",1,"bins","prior","laptop",0.55,1300,"1350"
"10",1,"bins","prior","laptop",0.5,1350,"1400"
"10",1,"bins","prior","laptop",0.5,1400,"1450"
"10",1,"bins","prior","laptop",0.48,1450,"1500"
"10",1,"bins","prior","laptop",0.5,1500,"1550"
"10",1,"bins","prior","laptop",0.5,1550,"1600"
"10",1,"bins","prior","laptop",0.5,1600,"1650"
"10",1,"bins","prior","laptop",0.5,1650,"1700"
"10",1,"bins","prior","laptop",0.5,1700,"1750"
"10",1,"bins","prior","laptop",0.5,1750,"1800"
"10",1,"bins","prior","laptop",0.38,1800,"1850"
"10",1,"bins","prior","laptop",0.28,1850,"1900"
"10",1,"bins","prior","laptop",0.2,1900,"1950"
"10",1,"bins","prior","laptop",0,1950,"2000"
"10",1,"bins","prior","laptop",0,2000,"2050"
"10",1,"bins","prior","laptop",0,2050,"2100"
"10",1,"bins","prior","laptop",0,2100,"2150"
"10",1,"bins","prior","laptop",0,2150,"2200"
"10",1,"bins","prior","laptop",0,2200,"2250"
"10",1,"bins","prior","laptop",0,2250,"2300"
"10",1,"bins","prior","laptop",0,2300,"2350"
"10",1,"bins","prior","laptop",0,2350,"2400"
"10",1,"bins","prior","laptop",0,2400,"2450"
"10",1,"bins","prior","laptop",0,2450,"infty"
"11",1,"bins","prior","sweater",0,0,"3"
"11",1,"bins","prior","sweater",0,3,"6"
"11",1,"bins","prior","sweater",0,6,"9"
"11",1,"bins","prior","sweater",0.07,9,"12"
"11",1,"bins","prior","sweater",0.07,12,"15"
"11",1,"bins","prior","sweater",0.1,15,"18"
"11",1,"bins","prior","sweater",0.14,18,"21"
"11",1,"bins","prior","sweater",0.16,21,"24"
"11",1,"bins","prior","sweater",0.19,24,"27"
"11",1,"bins","prior","sweater",0.23,27,"30"
"11",1,"bins","prior","sweater",0.3,30,"33"
"11",1,"bins","prior","sweater",0.32,33,"36"
"11",1,"bins","prior","sweater",0.33,36,"39"
"11",1,"bins","prior","sweater",0.37,39,"42"
"11",1,"bins","prior","sweater",0.39,42,"45"
"11",1,"bins","prior","sweater",0.42,45,"48"
"11",1,"bins","prior","sweater",0.45,48,"51"
"11",1,"bins","prior","sweater",0.48,51,"54"
"11",1,"bins","prior","sweater",0.51,54,"57"
"11",1,"bins","prior","sweater",0.54,57,"60"
"11",1,"bins","prior","sweater",0.53,60,"63"
"11",1,"bins","prior","sweater",0.55,63,"66"
"11",1,"bins","prior","sweater",0.55,66,"69"
"11",1,"bins","prior","sweater",0.56,69,"72"
"11",1,"bins","prior","sweater",0.58,72,"75"
"11",1,"bins","prior","sweater",0.6,75,"78"
"11",1,"bins","prior","sweater",0.56,78,"81"
"11",1,"bins","prior","sweater",0.53,81,"84"
"11",1,"bins","prior","sweater",0.52,84,"87"
"11",1,"bins","prior","sweater",0.52,87,"90"
"11",1,"bins","prior","sweater",0.5,90,"93"
"11",1,"bins","prior","sweater",0.5,93,"96"
"11",1,"bins","prior","sweater",0.5,96,"99"
"11",1,"bins","prior","sweater",0.49,99,"102"
"11",1,"bins","prior","sweater",0.48,102,"105"
"11",1,"bins","prior","sweater",0.48,105,"108"
"11",1,"bins","prior","sweater",0.47,108,"111"
"11",1,"bins","prior","sweater",0.46,111,"114"
"11",1,"bins","prior","sweater",0.45,114,"117"
"11",1,"bins","prior","sweater",0.44,117,"120"
"11",1,"bins","prior","sweater",0.43,120,"123"
"11",1,"bins","prior","sweater",0.4,123,"126"
"11",1,"bins","prior","sweater",0.38,126,"129"
"11",1,"bins","prior","sweater",0.37,129,"132"
"11",1,"bins","prior","sweater",0.37,132,"135"
"11",1,"bins","prior","sweater",0.38,135,"138"
"11",1,"bins","prior","sweater",0.36,138,"141"
"11",1,"bins","prior","sweater",0.34,141,"144"
"11",1,"bins","prior","sweater",0.32,144,"147"
"11",1,"bins","prior","sweater",0.33,147,"150"
"11",1,"bins","prior","sweater",0.29,150,"153"
"11",1,"bins","prior","sweater",0.3,153,"156"
"11",1,"bins","prior","sweater",0.34,156,"159"
"11",1,"bins","prior","sweater",0.34,159,"162"
"11",1,"bins","prior","sweater",0.31,162,"165"
"11",1,"bins","prior","sweater",0.29,165,"168"
"11",1,"bins","prior","sweater",0.3,168,"171"
"11",1,"bins","prior","sweater",0.21,171,"174"
"11",1,"bins","prior","sweater",0.27,174,"177"
"11",1,"bins","prior","sweater",0.29,177,"180"
"11",1,"bins","prior","sweater",0.21,180,"183"
"11",1,"bins","prior","sweater",0.18,183,"186"
"11",1,"bins","prior","sweater",0.13,186,"189"
"11",1,"bins","prior","sweater",0.14,189,"192"
"11",1,"bins","prior","sweater",0.11,192,"195"
"11",1,"bins","prior","sweater",0.08,195,"198"
"11",1,"bins","prior","sweater",0.07,198,"201"
"11",1,"bins","prior","sweater",0.07,201,"204"
"11",1,"bins","prior","sweater",0.08,204,"207"
"11",1,"bins","prior","sweater",0.05,207,"210"
"11",1,"bins","prior","sweater",0,210,"213"
"11",1,"bins","prior","sweater",0.04,213,"216"
"11",1,"bins","prior","sweater",0.02,216,"219"
"11",1,"bins","prior","sweater",0.04,219,"222"
"11",1,"bins","prior","sweater",0.05,222,"225"
"11",1,"bins","prior","sweater",0.01,225,"228"
"11",1,"bins","prior","sweater",0.02,228,"231"
"11",1,"bins","prior","sweater",0.03,231,"234"
"11",1,"bins","prior","sweater",0.03,234,"237"
"11",1,"bins","prior","sweater",0.03,237,"infty"
"12",1,"bins","prior","headphones",0.25,0,"6"
"12",1,"bins","prior","headphones",0.3,6,"12"
"12",1,"bins","prior","headphones",0.62,12,"18"
"12",1,"bins","prior","headphones",0.6,18,"24"
"12",1,"bins","prior","headphones",0.66,24,"30"
"12",1,"bins","prior","headphones",0.68,30,"36"
"12",1,"bins","prior","headphones",0.66,36,"42"
"12",1,"bins","prior","headphones",0.67,42,"48"
"12",1,"bins","prior","headphones",0.64,48,"54"
"12",1,"bins","prior","headphones",0.65,54,"60"
"12",1,"bins","prior","headphones",0.58,60,"66"
"12",1,"bins","prior","headphones",0.58,66,"72"
"12",1,"bins","prior","headphones",0.62,72,"78"
"12",1,"bins","prior","headphones",0.62,78,"84"
"12",1,"bins","prior","headphones",0.6,84,"90"
"12",1,"bins","prior","headphones",0.63,90,"96"
"12",1,"bins","prior","headphones",0.63,96,"102"
"12",1,"bins","prior","headphones",0.61,102,"108"
"12",1,"bins","prior","headphones",0.58,108,"114"
"12",1,"bins","prior","headphones",0.61,114,"120"
"12",1,"bins","prior","headphones",0.57,120,"126"
"12",1,"bins","prior","headphones",0.58,126,"132"
"12",1,"bins","prior","headphones",0.61,132,"138"
"12",1,"bins","prior","headphones",0.6,138,"144"
"12",1,"bins","prior","headphones",0.59,144,"150"
"12",1,"bins","prior","headphones",0.5,150,"156"
"12",1,"bins","prior","headphones",0.47,156,"162"
"12",1,"bins","prior","headphones",0.45,162,"168"
"12",1,"bins","prior","headphones",0.5,168,"174"
"12",1,"bins","prior","headphones",0.5,174,"180"
"12",1,"bins","prior","headphones",0.45,180,"186"
"12",1,"bins","prior","headphones",0.41,186,"192"
"12",1,"bins","prior","headphones",0.42,192,"198"
"12",1,"bins","prior","headphones",0.4,198,"204"
"12",1,"bins","prior","headphones",0.39,204,"210"
"12",1,"bins","prior","headphones",0.4,210,"216"
"12",1,"bins","prior","headphones",0.4,216,"222"
"12",1,"bins","prior","headphones",0.43,222,"228"
"12",1,"bins","prior","headphones",0.4,228,"234"
"12",1,"bins","prior","headphones",0.41,234,"240"
"12",1,"bins","prior","headphones",0.26,240,"246"
"12",1,"bins","prior","headphones",0.27,246,"252"
"12",1,"bins","prior","headphones",0.28,252,"258"
"12",1,"bins","prior","headphones",0.25,258,"264"
"12",1,"bins","prior","headphones",0.26,264,"270"
"12",1,"bins","prior","headphones",0.26,270,"276"
"12",1,"bins","prior","headphones",0.3,276,"282"
"12",1,"bins","prior","headphones",0.3,282,"288"
"12",1,"bins","prior","headphones",0.35,288,"294"
"12",1,"bins","prior","headphones",0.34,294,"300"
"12",1,"bins","prior","headphones",0.05,300,"306"
"12",1,"bins","prior","headphones",0.04,306,"312"
"12",1,"bins","prior","headphones",0.04,312,"318"
"12",1,"bins","prior","headphones",0.02,318,"324"
"12",1,"bins","prior","headphones",0.02,324,"infty"
"13",1,"bins","prior","headphones",0.74,0,"6"
"13",1,"bins","prior","headphones",0.75,6,"12"
"13",1,"bins","prior","headphones",1,12,"18"
"13",1,"bins","prior","headphones",0.96,18,"24"
"13",1,"bins","prior","headphones",0.97,24,"30"
"13",1,"bins","prior","headphones",0.95,30,"36"
"13",1,"bins","prior","headphones",0.99,36,"42"
"13",1,"bins","prior","headphones",0.95,42,"48"
"13",1,"bins","prior","headphones",0.96,48,"54"
"13",1,"bins","prior","headphones",0.96,54,"60"
"13",1,"bins","prior","headphones",0.96,60,"66"
"13",1,"bins","prior","headphones",0.96,66,"72"
"13",1,"bins","prior","headphones",0.95,72,"78"
"13",1,"bins","prior","headphones",0.96,78,"84"
"13",1,"bins","prior","headphones",0.95,84,"90"
"13",1,"bins","prior","headphones",1,90,"96"
"13",1,"bins","prior","headphones",0.75,96,"102"
"13",1,"bins","prior","headphones",0.78,102,"108"
"13",1,"bins","prior","headphones",0.78,108,"114"
"13",1,"bins","prior","headphones",0.81,114,"120"
"13",1,"bins","prior","headphones",0.72,120,"126"
"13",1,"bins","prior","headphones",0.75,126,"132"
"13",1,"bins","prior","headphones",0.79,132,"138"
"13",1,"bins","prior","headphones",0.82,138,"144"
"13",1,"bins","prior","headphones",0.5,144,"150"
"13",1,"bins","prior","headphones",0.3,150,"156"
"13",1,"bins","prior","headphones",0.3,156,"162"
"13",1,"bins","prior","headphones",0.28,162,"168"
"13",1,"bins","prior","headphones",0.28,168,"174"
"13",1,"bins","prior","headphones",0.29,174,"180"
"13",1,"bins","prior","headphones",0.5,180,"186"
"13",1,"bins","prior","headphones",0.5,186,"192"
"13",1,"bins","prior","headphones",0.5,192,"198"
"13",1,"bins","prior","headphones",0.3,198,"204"
"13",1,"bins","prior","headphones",0.27,204,"210"
"13",1,"bins","prior","headphones",0.28,210,"216"
"13",1,"bins","prior","headphones",0.27,216,"222"
"13",1,"bins","prior","headphones",0.28,222,"228"
"13",1,"bins","prior","headphones",0.29,228,"234"
"13",1,"bins","prior","headphones",0.27,234,"240"
"13",1,"bins","prior","headphones",0.28,240,"246"
"13",1,"bins","prior","headphones",0.29,246,"252"
"13",1,"bins","prior","headphones",0.28,252,"258"
"13",1,"bins","prior","headphones",0.31,258,"264"
"13",1,"bins","prior","headphones",0.25,264,"270"
"13",1,"bins","prior","headphones",0.28,270,"276"
"13",1,"bins","prior","headphones",0.31,276,"282"
"13",1,"bins","prior","headphones",0.28,282,"288"
"13",1,"bins","prior","headphones",0.28,288,"294"
"13",1,"bins","prior","headphones",0.29,294,"300"
"13",1,"bins","prior","headphones",0.08,300,"306"
"13",1,"bins","prior","headphones",0.1,306,"312"
"13",1,"bins","prior","headphones",0.1,312,"318"
"13",1,"bins","prior","headphones",0.06,318,"324"
"13",1,"bins","prior","headphones",0.05,324,"infty"
"14",1,"bins","prior","headphones",0.91,0,"6"
"14",1,"bins","prior","headphones",0.94,6,"12"
"14",1,"bins","prior","headphones",0.93,12,"18"
"14",1,"bins","prior","headphones",0.94,18,"24"
"14",1,"bins","prior","headphones",0.95,24,"30"
"14",1,"bins","prior","headphones",0.96,30,"36"
"14",1,"bins","prior","headphones",0.98,36,"42"
"14",1,"bins","prior","headphones",0.93,42,"48"
"14",1,"bins","prior","headphones",0.95,48,"54"
"14",1,"bins","prior","headphones",0.91,54,"60"
"14",1,"bins","prior","headphones",0.93,60,"66"
"14",1,"bins","prior","headphones",0.94,66,"72"
"14",1,"bins","prior","headphones",0.86,72,"78"
"14",1,"bins","prior","headphones",0.9,78,"84"
"14",1,"bins","prior","headphones",0.84,84,"90"
"14",1,"bins","prior","headphones",0.72,90,"96"
"14",1,"bins","prior","headphones",0.73,96,"102"
"14",1,"bins","prior","headphones",0.67,102,"108"
"14",1,"bins","prior","headphones",0.64,108,"114"
"14",1,"bins","prior","headphones",0.67,114,"120"
"14",1,"bins","prior","headphones",0.59,120,"126"
"14",1,"bins","prior","headphones",0.67,126,"132"
"14",1,"bins","prior","headphones",0.58,132,"138"
"14",1,"bins","prior","headphones",0.71,138,"144"
"14",1,"bins","prior","headphones",0.5,144,"150"
"14",1,"bins","prior","headphones",0.69,150,"156"
"14",1,"bins","prior","headphones",0.59,156,"162"
"14",1,"bins","prior","headphones",0.59,162,"168"
"14",1,"bins","prior","headphones",0.65,168,"174"
"14",1,"bins","prior","headphones",0.73,174,"180"
"14",1,"bins","prior","headphones",0.3,180,"186"
"14",1,"bins","prior","headphones",0.33,186,"192"
"14",1,"bins","prior","headphones",0.4,192,"198"
"14",1,"bins","prior","headphones",0.31,198,"204"
"14",1,"bins","prior","headphones",0.28,204,"210"
"14",1,"bins","prior","headphones",0.31,210,"216"
"14",1,"bins","prior","headphones",0.29,216,"222"
"14",1,"bins","prior","headphones",0.32,222,"228"
"14",1,"bins","prior","headphones",0.28,228,"234"
"14",1,"bins","prior","headphones",0.35,234,"240"
"14",1,"bins","prior","headphones",0.35,240,"246"
"14",1,"bins","prior","headphones",0.37,246,"252"
"14",1,"bins","prior","headphones",0.2,252,"258"
"14",1,"bins","prior","headphones",0.2,258,"264"
"14",1,"bins","prior","headphones",0.24,264,"270"
"14",1,"bins","prior","headphones",0.14,270,"276"
"14",1,"bins","prior","headphones",0.14,276,"282"
"14",1,"bins","prior","headphones",0.15,282,"288"
"14",1,"bins","prior","headphones",0.09,288,"294"
"14",1,"bins","prior","headphones",0.18,294,"300"
"14",1,"bins","prior","headphones",0.09,300,"306"
"14",1,"bins","prior","headphones",0.1,306,"312"
"14",1,"bins","prior","headphones",0.03,312,"318"
"14",1,"bins","prior","headphones",0.11,318,"324"
"14",1,"bins","prior","headphones",0.17,324,"infty"
"15",1,"bins","prior","coffee maker",0.02,0,"4"
"15",1,"bins","prior","coffee maker",0.01,4,"8"
"15",1,"bins","prior","coffee maker",0.02,8,"12"
"15",1,"bins","prior","coffee maker",0.07,12,"16"
"15",1,"bins","prior","coffee maker",0.16,16,"20"
"15",1,"bins","prior","coffee maker",0.22,20,"24"
"15",1,"bins","prior","coffee maker",0.33,24,"28"
"15",1,"bins","prior","coffee maker",0.42,28,"32"
"15",1,"bins","prior","coffee maker",0.5,32,"36"
"15",1,"bins","prior","coffee maker",0.59,36,"40"
"15",1,"bins","prior","coffee maker",0.5,40,"44"
"15",1,"bins","prior","coffee maker",0.72,44,"48"
"15",1,"bins","prior","coffee maker",0.86,48,"52"
"15",1,"bins","prior","coffee maker",0.89,52,"56"
"15",1,"bins","prior","coffee maker",0.91,56,"60"
"15",1,"bins","prior","coffee maker",0.82,60,"64"
"15",1,"bins","prior","coffee maker",0.72,64,"68"
"15",1,"bins","prior","coffee maker",0.67,68,"72"
"15",1,"bins","prior","coffee maker",0.62,72,"76"
"15",1,"bins","prior","coffee maker",0.57,76,"80"
"15",1,"bins","prior","coffee maker",0.57,80,"84"
"15",1,"bins","prior","coffee maker",0.5,84,"88"
"15",1,"bins","prior","coffee maker",0.46,88,"92"
"15",1,"bins","prior","coffee maker",0.42,92,"96"
"15",1,"bins","prior","coffee maker",0.41,96,"100"
"15",1,"bins","prior","coffee maker",0.38,100,"104"
