"workerid","item","bin","UB","LB","rating","condition","exp","slider_total","normed_rating"
3,"watch",1,3,0,0,"original","05",0.0962351945854484,0
3,"watch",2,6,3,5.28764805414552e-05,"original","05",0.0962351945854484,0.000549450549450549
3,"watch",3,9,6,0,"original","05",0.0962351945854484,0
3,"watch",4,12,9,0.000846023688663283,"original","05",0.0962351945854484,0.00879120879120879
3,"watch",5,15,12,0.000846023688663283,"original","05",0.0962351945854484,0.00879120879120879
3,"watch",6,18,15,0.00100465313028765,"original","05",0.0962351945854484,0.0104395604395604
3,"watch",7,21,18,0.0010575296108291,"original","05",0.0962351945854484,0.010989010989011
3,"watch",8,24,21,0.00111040609137056,"original","05",0.0962351945854484,0.0115384615384615
3,"watch",9,27,24,0.00116328257191201,"original","05",0.0962351945854484,0.0120879120879121
3,"watch",10,30,27,0.00116328257191201,"original","05",0.0962351945854484,0.0120879120879121
3,"watch",11,33,30,0.00169204737732657,"original","05",0.0962351945854484,0.0175824175824176
3,"watch",12,36,33,0.00174492385786802,"original","05",0.0962351945854484,0.0181318681318681
3,"watch",13,39,36,0.00179780033840948,"original","05",0.0962351945854484,0.0186813186813187
3,"watch",14,42,39,0.00179780033840948,"original","05",0.0962351945854484,0.0186813186813187
3,"watch",15,45,42,0.0020093062605753,"original","05",0.0962351945854484,0.0208791208791209
3,"watch",16,48,45,0.00206218274111675,"original","05",0.0962351945854484,0.0214285714285714
3,"watch",17,51,48,0.00237944162436548,"original","05",0.0962351945854484,0.0247252747252747
3,"watch",18,54,51,0.00248519458544839,"original","05",0.0962351945854484,0.0258241758241758
3,"watch",19,57,54,0.00264382402707276,"original","05",0.0962351945854484,0.0274725274725275
3,"watch",20,60,57,0.00269670050761421,"original","05",0.0962351945854484,0.028021978021978
3,"watch",21,63,60,0.00269670050761421,"original","05",0.0962351945854484,0.028021978021978
3,"watch",22,66,63,0.00280245346869712,"original","05",0.0962351945854484,0.0291208791208791
3,"watch",23,69,66,0.00280245346869712,"original","05",0.0962351945854484,0.0291208791208791
3,"watch",24,72,69,0.00290820642978003,"original","05",0.0962351945854484,0.0302197802197802
3,"watch",25,75,72,0.00338409475465313,"original","05",0.0962351945854484,0.0351648351648352
3,"watch",26,78,75,0.00348984771573604,"original","05",0.0962351945854484,0.0362637362637363
3,"watch",27,81,78,0.00348984771573604,"original","05",0.0962351945854484,0.0362637362637363
3,"watch",28,84,81,0.00348984771573604,"original","05",0.0962351945854484,0.0362637362637363
3,"watch",29,87,84,0.00359560067681895,"original","05",0.0962351945854484,0.0373626373626374
3,"watch",30,90,87,0.00359560067681895,"original","05",0.0962351945854484,0.0373626373626374
3,"watch",31,93,90,0.00348984771573604,"original","05",0.0962351945854484,0.0362637362637363
3,"watch",32,96,93,0.00348984771573604,"original","05",0.0962351945854484,0.0362637362637363
3,"watch",33,99,96,0.00343697123519459,"original","05",0.0962351945854484,0.0357142857142857
3,"watch",34,102,99,0.00343697123519459,"original","05",0.0962351945854484,0.0357142857142857
3,"watch",35,105,102,0.00348984771573604,"original","05",0.0962351945854484,0.0362637362637363
3,"watch",36,108,105,0.00348984771573604,"original","05",0.0962351945854484,0.0362637362637363
3,"watch",37,111,108,0.0035427241962775,"original","05",0.0962351945854484,0.0368131868131868
3,"watch",38,114,111,0.00364847715736041,"original","05",0.0962351945854484,0.0379120879120879
3,"watch",39,117,114,0.00375423011844332,"original","05",0.0962351945854484,0.039010989010989
3,"watch",40,120,117,0.00364847715736041,"original","05",0.0962351945854484,0.0379120879120879
4,"sweater",1,3,0,0,"original","05",0.103150368660162,0
4,"sweater",2,6,3,0,"original","05",0.103150368660162,0
4,"sweater",3,9,6,0,"original","05",0.103150368660162,0
4,"sweater",4,12,9,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",5,15,12,0.0050644224324123,"original","05",0.103150368660162,0.0490974729241877
4,"sweater",6,18,15,0.00498994563193565,"original","05",0.103150368660162,0.0483754512635379
4,"sweater",7,21,18,0.0050644224324123,"original","05",0.103150368660162,0.0490974729241877
4,"sweater",8,24,21,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",9,27,24,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",10,30,27,0.0050644224324123,"original","05",0.103150368660162,0.0490974729241877
4,"sweater",11,33,30,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",12,36,33,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",13,39,36,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",14,42,39,0.0050644224324123,"original","05",0.103150368660162,0.0490974729241877
4,"sweater",15,45,42,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",16,48,45,0.00513889923288895,"original","05",0.103150368660162,0.0498194945848375
4,"sweater",17,51,48,0.0050644224324123,"original","05",0.103150368660162,0.0490974729241877
4,"sweater",18,54,51,0.00178744321143964,"original","05",0.103150368660162,0.0173285198555957
4,"sweater",19,57,54,0.00178744321143964,"original","05",0.103150368660162,0.0173285198555957
4,"sweater",20,60,57,0.00178744321143964,"original","05",0.103150368660162,0.0173285198555957
4,"sweater",21,63,60,0.00208535041334624,"original","05",0.103150368660162,0.0202166064981949
4,"sweater",22,66,63,0.00208535041334624,"original","05",0.103150368660162,0.0202166064981949
4,"sweater",23,69,66,0.00208535041334624,"original","05",0.103150368660162,0.0202166064981949
4,"sweater",24,72,69,0.00208535041334624,"original","05",0.103150368660162,0.0202166064981949
4,"sweater",25,75,72,0.00208535041334624,"original","05",0.103150368660162,0.0202166064981949
4,"sweater",26,78,75,0.00193639681239294,"original","05",0.103150368660162,0.0187725631768953
4,"sweater",27,81,78,0.00201087361286959,"original","05",0.103150368660162,0.0194945848375451
4,"sweater",28,84,81,0.00201087361286959,"original","05",0.103150368660162,0.0194945848375451
4,"sweater",29,87,84,0.00186192001191629,"original","05",0.103150368660162,0.0180505415162455
4,"sweater",30,90,87,0.00186192001191629,"original","05",0.103150368660162,0.0180505415162455
4,"sweater",31,93,90,0.00215982721382289,"original","05",0.103150368660162,0.0209386281588448
4,"sweater",32,96,93,0.00215982721382289,"original","05",0.103150368660162,0.0209386281588448
4,"sweater",33,99,96,0.00193639681239294,"original","05",0.103150368660162,0.0187725631768953
4,"sweater",34,102,99,0,"original","05",0.103150368660162,0
4,"sweater",35,105,102,0,"original","05",0.103150368660162,0
4,"sweater",36,108,105,0,"original","05",0.103150368660162,0
4,"sweater",37,111,108,0,"original","05",0.103150368660162,0
4,"sweater",38,114,111,0,"original","05",0.103150368660162,0
4,"sweater",39,117,114,0,"original","05",0.103150368660162,0
4,"sweater",40,120,117,0,"original","05",0.103150368660162,0
5,"coffee maker",1,4,0,0.000121256214380987,"original","05",0.207833151449012,0.00058343057176196
5,"coffee maker",2,8,4,0.000242512428761974,"original","05",0.207833151449012,0.00116686114352392
5,"coffee maker",3,12,8,0.00109130592942888,"original","05",0.207833151449012,0.00525087514585764
5,"coffee maker",4,16,12,0.00194009943009579,"original","05",0.207833151449012,0.00933488914819137
5,"coffee maker",5,20,16,0.00315266157390566,"original","05",0.207833151449012,0.015169194865811
5,"coffee maker",6,24,20,0.00521401721838244,"original","05",0.207833151449012,0.0250875145857643
5,"coffee maker",7,28,24,0.0065478355765733,"original","05",0.207833151449012,0.0315052508751459
5,"coffee maker",8,32,28,0.0083666787922881,"original","05",0.207833151449012,0.0402567094515753
5,"coffee maker",9,36,32,0.00945798472171699,"original","05",0.207833151449012,0.0455075845974329
5,"coffee maker",10,40,36,0.0110343155086698,"original","05",0.207833151449012,0.0530921820303384
5,"coffee maker",11,44,40,0.0115193403661938,"original","05",0.207833151449012,0.0554259043173862
5,"coffee maker",12,48,44,0.0117618527949557,"original","05",0.207833151449012,0.0565927654609102
5,"coffee maker",13,52,48,0.0117618527949557,"original","05",0.207833151449012,0.0565927654609102
5,"coffee maker",14,56,52,0.0118831090093367,"original","05",0.207833151449012,0.0571761960326721
5,"coffee maker",15,60,56,0.0109130592942888,"original","05",0.207833151449012,0.0525087514585764
5,"coffee maker",16,64,60,0.0104280344367649,"original","05",0.207833151449012,0.0501750291715286
5,"coffee maker",17,68,64,0.00945798472171699,"original","05",0.207833151449012,0.0455075845974329
5,"coffee maker",18,72,68,0.00848793500666909,"original","05",0.207833151449012,0.0408401400233372
5,"coffee maker",19,76,72,0.00739662907724021,"original","05",0.207833151449012,0.0355892648774796
5,"coffee maker",20,80,76,0.00691160421971626,"original","05",0.207833151449012,0.0332555425904317
5,"coffee maker",21,84,80,0.00739662907724021,"original","05",0.207833151449012,0.0355892648774796
5,"coffee maker",22,88,84,0.0065478355765733,"original","05",0.207833151449012,0.0315052508751459
5,"coffee maker",23,92,88,0.00545652964714442,"original","05",0.207833151449012,0.0262543757292882
5,"coffee maker",24,96,92,0.00497150478962047,"original","05",0.207833151449012,0.0239206534422404
5,"coffee maker",25,100,96,0.00436522371771553,"original","05",0.207833151449012,0.0210035005834306
5,"coffee maker",26,104,100,0.00388019886019159,"original","05",0.207833151449012,0.0186697782963827
5,"coffee maker",27,108,104,0.00363768643142961,"original","05",0.207833151449012,0.0175029171528588
5,"coffee maker",28,112,108,0.00339517400266764,"original","05",0.207833151449012,0.0163360560093349
5,"coffee maker",29,116,112,0.00315266157390566,"original","05",0.207833151449012,0.015169194865811
5,"coffee maker",30,120,116,0.0027888929307627,"original","05",0.207833151449012,0.0134189031505251
5,"coffee maker",31,124,120,0.0027888929307627,"original","05",0.207833151449012,0.0134189031505251
5,"coffee maker",32,128,124,0.00242512428761974,"original","05",0.207833151449012,0.0116686114352392
5,"coffee maker",33,132,128,0.00169758700133382,"original","05",0.207833151449012,0.00816802800466744
5,"coffee maker",34,136,132,0.00133381835819086,"original","05",0.207833151449012,0.00641773628938156
5,"coffee maker",35,140,136,0.00133381835819086,"original","05",0.207833151449012,0.00641773628938156
5,"coffee maker",36,144,140,0.00121256214380987,"original","05",0.207833151449012,0.0058343057176196
5,"coffee maker",37,148,144,0.00121256214380987,"original","05",0.207833151449012,0.0058343057176196
5,"coffee maker",38,152,148,0.000848793500666909,"original","05",0.207833151449012,0.00408401400233372
5,"coffee maker",39,156,152,0.000970049715047896,"original","05",0.207833151449012,0.00466744457409568
5,"coffee maker",40,160,156,0.000727537286285922,"original","05",0.207833151449012,0.00350058343057176
6,"watch",1,3,0,5.28764805414552e-05,"original","05",0.163123942470389,0.000324149108589951
6,"watch",2,6,3,5.28764805414552e-05,"original","05",0.163123942470389,0.000324149108589951
6,"watch",3,9,6,0.00132191201353638,"original","05",0.163123942470389,0.00810372771474878
6,"watch",4,12,9,0.00264382402707276,"original","05",0.163123942470389,0.0162074554294976
6,"watch",5,15,12,0.00359560067681895,"original","05",0.163123942470389,0.0220421393841167
6,"watch",6,18,15,0.00380710659898477,"original","05",0.163123942470389,0.0233387358184765
6,"watch",7,21,18,0.00391285956006768,"original","05",0.163123942470389,0.0239870340356564
6,"watch",8,24,21,0.00396573604060914,"original","05",0.163123942470389,0.0243111831442464
6,"watch",9,27,24,0.0041243654822335,"original","05",0.163123942470389,0.0252836304700162
6,"watch",10,30,27,0.00401861252115059,"original","05",0.163123942470389,0.0246353322528363
6,"watch",11,33,30,0.00385998307952623,"original","05",0.163123942470389,0.0236628849270664
6,"watch",12,36,33,0.00401861252115059,"original","05",0.163123942470389,0.0246353322528363
6,"watch",13,39,36,0.00407148900169205,"original","05",0.163123942470389,0.0249594813614263
6,"watch",14,42,39,0.00407148900169205,"original","05",0.163123942470389,0.0249594813614263
6,"watch",15,45,42,0.00401861252115059,"original","05",0.163123942470389,0.0246353322528363
6,"watch",16,48,45,0.00523477157360406,"original","05",0.163123942470389,0.0320907617504052
6,"watch",17,51,48,0.00518189509306261,"original","05",0.163123942470389,0.0317666126418152
6,"watch",18,54,51,0.00502326565143824,"original","05",0.163123942470389,0.0307941653160454
6,"watch",19,57,54,0.00512901861252115,"original","05",0.163123942470389,0.0314424635332253
6,"watch",20,60,57,0.00512901861252115,"original","05",0.163123942470389,0.0314424635332253
6,"watch",21,63,60,0.00502326565143824,"original","05",0.163123942470389,0.0307941653160454
6,"watch",22,66,63,0.00512901861252115,"original","05",0.163123942470389,0.0314424635332253
6,"watch",23,69,66,0.00502326565143824,"original","05",0.163123942470389,0.0307941653160454
6,"watch",24,72,69,0.00518189509306261,"original","05",0.163123942470389,0.0317666126418152
6,"watch",25,75,72,0.00512901861252115,"original","05",0.163123942470389,0.0314424635332253
6,"watch",26,78,75,0.00428299492385787,"original","05",0.163123942470389,0.0262560777957861
6,"watch",27,81,78,0.00449450084602369,"original","05",0.163123942470389,0.0275526742301459
6,"watch",28,84,81,0.00449450084602369,"original","05",0.163123942470389,0.0275526742301459
6,"watch",29,87,84,0.00444162436548223,"original","05",0.163123942470389,0.0272285251215559
6,"watch",30,90,87,0.00438874788494078,"original","05",0.163123942470389,0.026904376012966
6,"watch",31,93,90,0.0041243654822335,"original","05",0.163123942470389,0.0252836304700162
6,"watch",32,96,93,0.0041243654822335,"original","05",0.163123942470389,0.0252836304700162
6,"watch",33,99,96,0.0041243654822335,"original","05",0.163123942470389,0.0252836304700162
6,"watch",34,102,99,0.00433587140439932,"original","05",0.163123942470389,0.026580226904376
6,"watch",35,105,102,0.00428299492385787,"original","05",0.163123942470389,0.0262560777957861
6,"watch",36,108,105,0.00433587140439932,"original","05",0.163123942470389,0.026580226904376
6,"watch",37,111,108,0.0041243654822335,"original","05",0.163123942470389,0.0252836304700162
6,"watch",38,114,111,0.00423011844331641,"original","05",0.163123942470389,0.0259319286871961
6,"watch",39,117,114,0.00417724196277496,"original","05",0.163123942470389,0.0256077795786062
6,"watch",40,120,117,0.00444162436548223,"original","05",0.163123942470389,0.0272285251215559
7,"headphones",1,6,0,0.000263088660878716,"original","05",0.177672542313426,0.00148075024679171
7,"headphones",2,12,6,0.000263088660878716,"original","05",0.177672542313426,0.00148075024679171
7,"headphones",3,18,12,0.000263088660878716,"original","05",0.177672542313426,0.00148075024679171
7,"headphones",4,24,18,0.000175392440585811,"original","05",0.177672542313426,0.000987166831194472
7,"headphones",5,30,24,0.0016662281855652,"original","05",0.177672542313426,0.00937808489634748
7,"headphones",6,36,30,0.00175392440585811,"original","05",0.177672542313426,0.00987166831194472
7,"headphones",7,42,36,0.00236779794790845,"original","05",0.177672542313426,0.0133267522211254
7,"headphones",8,48,42,0.00263088660878716,"original","05",0.177672542313426,0.0148075024679171
7,"headphones",9,54,48,0.00289397526966588,"original","05",0.177672542313426,0.0162882527147088
7,"headphones",10,60,54,0.00298167148995878,"original","05",0.177672542313426,0.016781836130306
7,"headphones",11,66,60,0.00254319038849426,"original","05",0.177672542313426,0.0143139190523198
7,"headphones",12,72,66,0.00342015259142331,"original","05",0.177672542313426,0.0192497532082922
7,"headphones",13,78,72,0.00368324125230203,"original","05",0.177672542313426,0.0207305034550839
7,"headphones",14,84,78,0.00385863369288784,"original","05",0.177672542313426,0.0217176702862784
7,"headphones",15,90,84,0.00438481101464527,"original","05",0.177672542313426,0.0246791707798618
7,"headphones",16,96,90,0.00438481101464527,"original","05",0.177672542313426,0.0246791707798618
7,"headphones",17,102,96,0.00438481101464527,"original","05",0.177672542313426,0.0246791707798618
7,"headphones",18,108,102,0.00438481101464527,"original","05",0.177672542313426,0.0246791707798618
7,"headphones",19,114,108,0.00438481101464527,"original","05",0.177672542313426,0.0246791707798618
7,"headphones",20,120,114,0.00438481101464527,"original","05",0.177672542313426,0.0246791707798618
7,"headphones",21,126,120,0.00499868455669561,"original","05",0.177672542313426,0.0281342546890424
7,"headphones",22,132,126,0.00499868455669561,"original","05",0.177672542313426,0.0281342546890424
7,"headphones",23,138,132,0.00499868455669561,"original","05",0.177672542313426,0.0281342546890424
7,"headphones",24,144,138,0.00526177321757432,"original","05",0.177672542313426,0.0296150049358342
7,"headphones",25,150,144,0.00543716565816013,"original","05",0.177672542313426,0.0306021717670286
7,"headphones",26,156,150,0.00613873542050338,"original","05",0.177672542313426,0.0345508390918065
7,"headphones",27,162,156,0.00640182408138209,"original","05",0.177672542313426,0.0360315893385982
7,"headphones",28,168,162,0.006489520301675,"original","05",0.177672542313426,0.0365251727541955
7,"headphones",29,174,168,0.0065772165219679,"original","05",0.177672542313426,0.0370187561697927
7,"headphones",30,180,174,0.00666491274226081,"original","05",0.177672542313426,0.0375123395853899
7,"headphones",31,186,180,0.00710339384372534,"original","05",0.177672542313426,0.0399802566633761
7,"headphones",32,192,186,0.00692800140313952,"original","05",0.177672542313426,0.0389930898321816
7,"headphones",33,198,192,0.00692800140313952,"original","05",0.177672542313426,0.0389930898321816
7,"headphones",34,204,198,0.00666491274226081,"original","05",0.177672542313426,0.0375123395853899
7,"headphones",35,210,204,0.006489520301675,"original","05",0.177672542313426,0.0365251727541955
7,"headphones",36,216,210,0.00666491274226081,"original","05",0.177672542313426,0.0375123395853899
7,"headphones",37,222,216,0.00640182408138209,"original","05",0.177672542313426,0.0360315893385982
7,"headphones",38,228,222,0.00596334297991757,"original","05",0.177672542313426,0.033563672260612
7,"headphones",39,234,228,0.00561255809874594,"original","05",0.177672542313426,0.0315893385982231
7,"headphones",40,240,234,0.00587564675962466,"original","05",0.177672542313426,0.0330700888450148
8,"sweater",1,3,0,0.00566023683622551,"original","05",0.143218887316601,0.0395215808632345
8,"sweater",2,6,3,0.00610709763908542,"original","05",0.143218887316601,0.0426417056682267
8,"sweater",3,9,6,0.00714977284575855,"original","05",0.143218887316601,0.0499219968798752
8,"sweater",4,12,9,0.00707529604528189,"original","05",0.143218887316601,0.0494019760790432
8,"sweater",5,15,12,0.00700081924480524,"original","05",0.143218887316601,0.0488819552782111
8,"sweater",6,18,15,0.00692634244432859,"original","05",0.143218887316601,0.0483619344773791
8,"sweater",7,21,18,0.00692634244432859,"original","05",0.143218887316601,0.0483619344773791
8,"sweater",8,24,21,0.00692634244432859,"original","05",0.143218887316601,0.0483619344773791
8,"sweater",9,27,24,0.00685186564385194,"original","05",0.143218887316601,0.0478419136765471
8,"sweater",10,30,27,0.00685186564385194,"original","05",0.143218887316601,0.0478419136765471
8,"sweater",11,33,30,0.00625605124003873,"original","05",0.143218887316601,0.0436817472698908
8,"sweater",12,36,33,0.00618157443956208,"original","05",0.143218887316601,0.0431617264690588
8,"sweater",13,39,36,0.00588366723765547,"original","05",0.143218887316601,0.0410816432657306
8,"sweater",14,42,39,0.00566023683622551,"original","05",0.143218887316601,0.0395215808632345
8,"sweater",15,45,42,0.00513889923288895,"original","05",0.143218887316601,0.0358814352574103
8,"sweater",16,48,45,0.00498994563193565,"original","05",0.143218887316601,0.0348413936557462
8,"sweater",17,51,48,0.00461756162955239,"original","05",0.143218887316601,0.0322412896515861
8,"sweater",18,54,51,0.00372384002383258,"original","05",0.143218887316601,0.0260010400416017
8,"sweater",19,57,54,0.00350040962240262,"original","05",0.143218887316601,0.0244409776391056
8,"sweater",20,60,57,0.00320250242049602,"original","05",0.143218887316601,0.0223608944357774
8,"sweater",21,63,60,0.00409622402621583,"original","05",0.143218887316601,0.0286011440457618
8,"sweater",22,66,63,0.00372384002383258,"original","05",0.143218887316601,0.0260010400416017
8,"sweater",23,69,66,0.00350040962240262,"original","05",0.143218887316601,0.0244409776391056
8,"sweater",24,72,69,0.00327697922097267,"original","05",0.143218887316601,0.0228809152366095
8,"sweater",25,75,72,0.00290459521858941,"original","05",0.143218887316601,0.0202808112324493
8,"sweater",26,78,75,0.0024577344157295,"original","05",0.143218887316601,0.0171606864274571
8,"sweater",27,81,78,0.00201087361286959,"original","05",0.143218887316601,0.0140405616224649
8,"sweater",28,84,81,0.00178744321143964,"original","05",0.143218887316601,0.0124804992199688
8,"sweater",29,87,84,0.00156401281000968,"original","05",0.143218887316601,0.0109204368174727
8,"sweater",30,90,87,0.00126610560810308,"original","05",0.143218887316601,0.00884035361414457
8,"sweater",31,93,90,0,"original","05",0.143218887316601,0
8,"sweater",32,96,93,0,"original","05",0.143218887316601,0
8,"sweater",33,99,96,0,"original","05",0.143218887316601,0
8,"sweater",34,102,99,0,"original","05",0.143218887316601,0
8,"sweater",35,105,102,0,"original","05",0.143218887316601,0
8,"sweater",36,108,105,0,"original","05",0.143218887316601,0
8,"sweater",37,111,108,0,"original","05",0.143218887316601,0
8,"sweater",38,114,111,0,"original","05",0.143218887316601,0
8,"sweater",39,117,114,0,"original","05",0.143218887316601,0
8,"sweater",40,120,117,0,"original","05",0.143218887316601,0
9,"coffee maker",1,4,0,0.000121256214380987,"original","05",0.0866981932824057,0.0013986013986014
9,"coffee maker",2,8,4,0.000121256214380987,"original","05",0.0866981932824057,0.0013986013986014
9,"coffee maker",3,12,8,0.000121256214380987,"original","05",0.0866981932824057,0.0013986013986014
9,"coffee maker",4,16,12,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",5,20,16,0.00157633078695283,"original","05",0.0866981932824057,0.0181818181818182
9,"coffee maker",6,24,20,0.00776039772038317,"original","05",0.0866981932824057,0.0895104895104895
9,"coffee maker",7,28,24,0.0118831090093367,"original","05",0.0866981932824057,0.137062937062937
9,"coffee maker",8,32,28,0.00763914150600218,"original","05",0.0866981932824057,0.0881118881118881
9,"coffee maker",9,36,32,0.00509276100400145,"original","05",0.0866981932824057,0.0587412587412587
9,"coffee maker",10,40,36,0.000363768643142961,"original","05",0.0866981932824057,0.0041958041958042
9,"coffee maker",11,44,40,0.000606281071904935,"original","05",0.0866981932824057,0.00699300699300699
9,"coffee maker",12,48,44,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",13,52,48,0.000363768643142961,"original","05",0.0866981932824057,0.0041958041958042
9,"coffee maker",14,56,52,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",15,60,56,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",16,64,60,0.000363768643142961,"original","05",0.0866981932824057,0.0041958041958042
9,"coffee maker",17,68,64,0.000121256214380987,"original","05",0.0866981932824057,0.0013986013986014
9,"coffee maker",18,72,68,0.000363768643142961,"original","05",0.0866981932824057,0.0041958041958042
9,"coffee maker",19,76,72,0.000363768643142961,"original","05",0.0866981932824057,0.0041958041958042
9,"coffee maker",20,80,76,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",21,84,80,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",22,88,84,0.000121256214380987,"original","05",0.0866981932824057,0.0013986013986014
9,"coffee maker",23,92,88,0.000363768643142961,"original","05",0.0866981932824057,0.0041958041958042
9,"coffee maker",24,96,92,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",25,100,96,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",26,104,100,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",27,108,104,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",28,112,108,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",29,116,112,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",30,120,116,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",31,124,120,0.000485024857523948,"original","05",0.0866981932824057,0.00559440559440559
9,"coffee maker",32,128,124,0.000363768643142961,"original","05",0.0866981932824057,0.0041958041958042
9,"coffee maker",33,132,128,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",34,136,132,0.000242512428761974,"original","05",0.0866981932824057,0.0027972027972028
9,"coffee maker",35,140,136,0.00218261185885777,"original","05",0.0866981932824057,0.0251748251748252
9,"coffee maker",36,144,140,0.00763914150600218,"original","05",0.0866981932824057,0.0881118881118881
9,"coffee maker",37,148,144,0.0116405965805748,"original","05",0.0866981932824057,0.134265734265734
9,"coffee maker",38,152,148,0.0075178852916212,"original","05",0.0866981932824057,0.0867132867132867
9,"coffee maker",39,156,152,0.00485024857523948,"original","05",0.0866981932824057,0.0559440559440559
9,"coffee maker",40,160,156,0.0110343155086698,"original","05",0.0866981932824057,0.127272727272727
10,"laptop",1,50,0,0,"original","06",0.039156862745098,0
10,"laptop",2,100,50,0,"original","06",0.039156862745098,0
10,"laptop",3,150,100,0,"original","06",0.039156862745098,0
10,"laptop",4,200,150,0,"original","06",0.039156862745098,0
10,"laptop",5,250,200,0,"original","06",0.039156862745098,0
10,"laptop",6,300,250,0,"original","06",0.039156862745098,0
10,"laptop",7,350,300,0.000352941176470588,"original","06",0.039156862745098,0.00901352028042063
10,"laptop",8,400,350,0.000450980392156863,"original","06",0.039156862745098,0.0115172759138708
10,"laptop",9,450,400,0.000607843137254902,"original","06",0.039156862745098,0.0155232849273911
10,"laptop",10,500,450,0.000784313725490196,"original","06",0.039156862745098,0.0200300450676014
10,"laptop",11,550,500,0.000901960784313726,"original","06",0.039156862745098,0.0230345518277416
10,"laptop",12,600,550,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",13,650,600,0.00119607843137255,"original","06",0.039156862745098,0.0305458187280921
10,"laptop",14,700,650,0.00145098039215686,"original","06",0.039156862745098,0.0370555833750626
10,"laptop",15,750,700,0.00170588235294118,"original","06",0.039156862745098,0.043565348022033
10,"laptop",16,800,750,0.00196078431372549,"original","06",0.039156862745098,0.0500751126690035
10,"laptop",17,850,800,0.00196078431372549,"original","06",0.039156862745098,0.0500751126690035
10,"laptop",18,900,850,0.00196078431372549,"original","06",0.039156862745098,0.0500751126690035
10,"laptop",19,950,900,0.00196078431372549,"original","06",0.039156862745098,0.0500751126690035
10,"laptop",20,1000,950,0.00196078431372549,"original","06",0.039156862745098,0.0500751126690035
10,"laptop",21,1050,1000,0.00196078431372549,"original","06",0.039156862745098,0.0500751126690035
10,"laptop",22,1100,1050,0.00196078431372549,"original","06",0.039156862745098,0.0500751126690035
10,"laptop",23,1150,1100,0.00154901960784314,"original","06",0.039156862745098,0.0395593390085128
10,"laptop",24,1200,1150,0.0013921568627451,"original","06",0.039156862745098,0.0355533299949925
10,"laptop",25,1250,1200,0.00131372549019608,"original","06",0.039156862745098,0.0335503254882323
10,"laptop",26,1300,1250,0.00119607843137255,"original","06",0.039156862745098,0.0305458187280921
10,"laptop",27,1350,1300,0.00107843137254902,"original","06",0.039156862745098,0.0275413119679519
10,"laptop",28,1400,1350,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",29,1450,1400,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",30,1500,1450,0.000941176470588235,"original","06",0.039156862745098,0.0240360540811217
10,"laptop",31,1550,1500,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",32,1600,1550,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",33,1650,1600,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",34,1700,1650,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",35,1750,1700,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",36,1800,1750,0.000980392156862745,"original","06",0.039156862745098,0.0250375563345018
10,"laptop",37,1850,1800,0.000745098039215686,"original","06",0.039156862745098,0.0190285428142213
10,"laptop",38,1900,1850,0.000549019607843137,"original","06",0.039156862745098,0.014021031547321
10,"laptop",39,1950,1900,0.000392156862745098,"original","06",0.039156862745098,0.0100150225338007
10,"laptop",40,2000,1950,0,"original","06",0.039156862745098,0
10,"laptop",41,2050,2000,0,"original","06",0.039156862745098,0
10,"laptop",42,2100,2050,0,"original","06",0.039156862745098,0
10,"laptop",43,2150,2100,0,"original","06",0.039156862745098,0
