"response","dollar_amount","level","qtype","item","phrasing","workerid","language","age","education","comments"
-4,1200,2,"inductive","watch","conditional","8","english",55,"2",""
3,87,3,"concrete","sweater","conditional","8","english",55,"2",""
-2,250,1,"concrete","watch","conditional","8","english",55,"2",""
-4,100,2,"inductive","coffee maker","conditional","8","english",55,"2",""
-4,1295,3,"inductive","laptop","conditional","8","english",55,"2",""
-2,60,1,"concrete","headphones","conditional","8","english",55,"2",""
2,25.8,1,"inductive","headphones","conditional","8","english",55,"2",""
4,1.71,0,"inductive","sweater","conditional","8","english",55,"2",""
-2,85.5,2,"inductive","sweater","conditional","9","English",23,"2",""
-3,900,2,"concrete","laptop","conditional","9","English",23,"2",""
2,20,1,"inductive","coffee maker","conditional","9","English",23,"2",""
2,180.6,3,"inductive","headphones","conditional","9","English",23,"2",""
-2,24,0,"concrete","coffee maker","conditional","9","English",23,"2",""
3,2.58,0,"inductive","headphones","conditional","9","English",23,"2",""
-3,18,0,"concrete","sweater","conditional","9","English",23,"2",""
2,1680,3,"inductive","watch","conditional","9","English",23,"2",""
3,900,3,"concrete","watch","conditional","9","English",23,"2",""
0,1200,2,"inductive","watch","conditional","9","English",23,"2",""
4,87,3,"concrete","sweater","conditional","9","English",23,"2",""
-2,1295,3,"inductive","laptop","conditional","9","English",23,"2",""
2,1250,3,"concrete","laptop","conditional","9","English",23,"2",""
2,2,0,"inductive","coffee maker","conditional","9","English",23,"2",""
0,129,2,"inductive","headphones","conditional","9","English",23,"2",""
3,2000,4,"concrete","watch","conditional","9","English",23,"2",""
1,100,2,"inductive","coffee maker","conditional","9","English",23,"2",""
-1,144,3,"concrete","headphones","conditional","9","English",23,"2",""
3,185,1,"inductive","laptop","conditional","9","English",23,"2",""
0,200,4,"inductive","coffee maker","conditional","9","English",23,"2",""
0,450,2,"concrete","watch","conditional","9","English",23,"2",""
-2,100,0,"concrete","watch","conditional","9","English",23,"2",""
1,240,1,"inductive","watch","conditional","9","English",23,"2",""
4,18.5,0,"inductive","laptop","conditional","9","English",23,"2",""
3,1850,4,"concrete","laptop","conditional","9","English",23,"2",""
3,1850,4,"inductive","laptop","conditional","9","English",23,"2",""
1,925,2,"inductive","laptop","conditional","9","English",23,"2",""
3,140,3,"inductive","coffee maker","conditional","9","English",23,"2",""
2,258,4,"inductive","headphones","conditional","9","English",23,"2",""
-1,17.1,1,"inductive","sweater","conditional","9","English",23,"2",""
2,171,4,"inductive","sweater","conditional","9","English",23,"2",""
3,188,4,"concrete","coffee maker","conditional","9","English",23,"2",""
0,52,1,"concrete","coffee maker","conditional","9","English",23,"2",""
0,36,1,"concrete","sweater","conditional","9","English",23,"2",""
1,24,0,"inductive","watch","conditional","9","English",23,"2",""
1,119.7,3,"inductive","sweater","conditional","9","English",23,"2",""
2,234,4,"concrete","headphones","conditional","9","English",23,"2",""
-4,24,0,"concrete","headphones","conditional","9","English",23,"2",""
2,25.8,1,"inductive","headphones","conditional","9","English",23,"2",""
3,1.71,0,"inductive","sweater","conditional","9","English",23,"2",""
1,57,2,"concrete","sweater","conditional","9","English",23,"2",""
-1,96,2,"concrete","headphones","conditional","9","English",23,"2",""
3,150,4,"concrete","sweater","conditional","9","English",23,"2",""
-3,350,0,"concrete","laptop","conditional","9","English",23,"2",""
1,2400,4,"inductive","watch","conditional","9","English",23,"2",""
-1,600,1,"concrete","laptop","conditional","9","English",23,"2",""
2,124,3,"concrete","coffee maker","conditional","9","English",23,"2",""
-2,60,1,"concrete","headphones","conditional","9","English",23,"2",""
2,84,2,"concrete","coffee maker","conditional","9","English",23,"2",""
0,250,1,"concrete","watch","conditional","9","English",23,"2",""
4,234,4,"concrete","headphones","conditional","10","english",54,"2","it was great; thanks!"
4,2400,4,"inductive","watch","conditional","10","english",54,"2","it was great; thanks!"
1,20,1,"inductive","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
3,18.5,0,"inductive","laptop","conditional","10","english",54,"2","it was great; thanks!"
-2,200,4,"inductive","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
-2,36,1,"concrete","sweater","conditional","10","english",54,"2","it was great; thanks!"
2,240,1,"inductive","watch","conditional","10","english",54,"2","it was great; thanks!"
2,24,0,"inductive","watch","conditional","10","english",54,"2","it was great; thanks!"
2,17.1,1,"inductive","sweater","conditional","10","english",54,"2","it was great; thanks!"
-2,140,3,"inductive","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
4,2000,4,"concrete","watch","conditional","10","english",54,"2","it was great; thanks!"
1,87,3,"concrete","sweater","conditional","10","english",54,"2","it was great; thanks!"
-1,180.6,3,"inductive","headphones","conditional","10","english",54,"2","it was great; thanks!"
-3,1850,4,"inductive","laptop","conditional","10","english",54,"2","it was great; thanks!"
0,60,1,"concrete","headphones","conditional","10","english",54,"2","it was great; thanks!"
4,1850,4,"concrete","laptop","conditional","10","english",54,"2","it was great; thanks!"
3,1250,3,"concrete","laptop","conditional","10","english",54,"2","it was great; thanks!"
3,1.71,0,"inductive","sweater","conditional","10","english",54,"2","it was great; thanks!"
3,2.58,0,"inductive","headphones","conditional","10","english",54,"2","it was great; thanks!"
-3,258,4,"inductive","headphones","conditional","10","english",54,"2","it was great; thanks!"
-3,24,0,"concrete","headphones","conditional","10","english",54,"2","it was great; thanks!"
0,57,2,"concrete","sweater","conditional","10","english",54,"2","it was great; thanks!"
3,150,4,"concrete","sweater","conditional","10","english",54,"2","it was great; thanks!"
2,96,2,"concrete","headphones","conditional","10","english",54,"2","it was great; thanks!"
2,900,2,"concrete","laptop","conditional","10","english",54,"2","it was great; thanks!"
-1,1680,3,"inductive","watch","conditional","10","english",54,"2","it was great; thanks!"
0,100,0,"concrete","watch","conditional","10","english",54,"2","it was great; thanks!"
-3,18,0,"concrete","sweater","conditional","10","english",54,"2","it was great; thanks!"
0,84,2,"concrete","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
-2,1200,2,"inductive","watch","conditional","10","english",54,"2","it was great; thanks!"
3,450,2,"concrete","watch","conditional","10","english",54,"2","it was great; thanks!"
2,188,4,"concrete","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
-2,925,2,"inductive","laptop","conditional","10","english",54,"2","it was great; thanks!"
-2,100,2,"inductive","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
-4,24,0,"concrete","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
-2,1295,3,"inductive","laptop","conditional","10","english",54,"2","it was great; thanks!"
0,171,4,"inductive","sweater","conditional","10","english",54,"2","it was great; thanks!"
1,85.5,2,"inductive","sweater","conditional","10","english",54,"2","it was great; thanks!"
3,250,1,"concrete","watch","conditional","10","english",54,"2","it was great; thanks!"
-3,350,0,"concrete","laptop","conditional","10","english",54,"2","it was great; thanks!"
3,2,0,"inductive","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
0,52,1,"concrete","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
-1,129,2,"inductive","headphones","conditional","10","english",54,"2","it was great; thanks!"
4,900,3,"concrete","watch","conditional","10","english",54,"2","it was great; thanks!"
2,144,3,"concrete","headphones","conditional","10","english",54,"2","it was great; thanks!"
2,124,3,"concrete","coffee maker","conditional","10","english",54,"2","it was great; thanks!"
0,185,1,"inductive","laptop","conditional","10","english",54,"2","it was great; thanks!"
-1,600,1,"concrete","laptop","conditional","10","english",54,"2","it was great; thanks!"
-1,119.7,3,"inductive","sweater","conditional","10","english",54,"2","it was great; thanks!"
0,25.8,1,"inductive","headphones","conditional","10","english",54,"2","it was great; thanks!"
-2,1850,4,"inductive","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,18.5,0,"inductive","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,52,1,"concrete","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,60,1,"concrete","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
0,1250,3,"concrete","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,180.6,3,"inductive","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
1,57,2,"concrete","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,96,2,"concrete","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
0,925,2,"inductive","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,100,0,"concrete","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,1.71,0,"inductive","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
0,36,1,"concrete","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,900,3,"concrete","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,188,4,"concrete","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,185,1,"inductive","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,240,1,"inductive","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
1,1850,4,"concrete","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,100,2,"inductive","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-3,24,0,"concrete","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
1,17.1,1,"inductive","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,144,3,"concrete","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,124,3,"concrete","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,258,4,"inductive","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,129,2,"inductive","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
0,900,2,"concrete","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,87,3,"concrete","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-1,85.5,2,"inductive","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-2,119.7,3,"inductive","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,150,4,"concrete","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-2,24,0,"concrete","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-2,600,1,"concrete","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,200,4,"inductive","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-1,24,0,"inductive","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,171,4,"inductive","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
3,1295,3,"inductive","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,2000,4,"concrete","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,2,0,"inductive","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
3,1680,3,"inductive","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
3,1200,2,"inductive","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,84,2,"concrete","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,234,4,"concrete","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,2.58,0,"inductive","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,450,2,"concrete","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
0,20,1,"inductive","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-4,350,0,"concrete","laptop","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,140,3,"inductive","coffee maker","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
-4,18,0,"concrete","sweater","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,2400,4,"inductive","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
2,25.8,1,"inductive","headphones","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,250,1,"concrete","watch","conditional","11","English",32,"2","This was an interesting task. I&quotecharve never really done anything like it before."
4,1200,2,"inductive","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-4,24,0,"concrete","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
0,100,0,"concrete","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
3,171,4,"inductive","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,1.71,0,"inductive","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
2,25.8,1,"inductive","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,1850,4,"inductive","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,450,2,"concrete","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
0,900,2,"concrete","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,52,1,"concrete","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
1,20,1,"inductive","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,234,4,"concrete","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,1850,4,"concrete","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-4,180.6,3,"inductive","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
0,17.1,1,"inductive","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,2,0,"inductive","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
0,57,2,"concrete","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
3,188,4,"concrete","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-4,140,3,"inductive","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-2,350,0,"concrete","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
1,124,3,"concrete","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,119.7,3,"inductive","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
3,18.5,0,"inductive","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-4,1295,3,"inductive","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,2000,4,"concrete","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-2,85.5,2,"inductive","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,900,3,"concrete","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-2,1680,3,"inductive","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,240,1,"inductive","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-4,18,0,"concrete","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
2,250,1,"concrete","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,925,2,"inductive","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,185,1,"inductive","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
3,144,3,"concrete","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
3,1250,3,"concrete","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
0,60,1,"concrete","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,129,2,"inductive","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
3,2.58,0,"inductive","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
4,150,4,"concrete","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-2,100,2,"inductive","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-1,36,1,"concrete","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-1,600,1,"concrete","laptop","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
2,96,2,"concrete","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
2,87,3,"concrete","sweater","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-4,24,0,"concrete","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
3,24,0,"inductive","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-2,258,4,"inductive","headphones","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
1,84,2,"concrete","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-2,200,4,"inductive","coffee maker","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-2,2400,4,"inductive","watch","conditional","12","English",26,"3","I was not sure what to expect. This was kind of fun!"
-3,129,2,"inductive","headphones","conditional","13","English",24,"3",""
-3,85.5,2,"inductive","sweater","conditional","13","English",24,"3",""
-1,20,1,"inductive","coffee maker","conditional","13","English",24,"3",""
4,96,2,"concrete","headphones","conditional","13","English",24,"3",""
-3,171,4,"inductive","sweater","conditional","13","English",24,"3",""
-1,24,0,"concrete","headphones","conditional","13","English",24,"3",""
4,900,3,"concrete","watch","conditional","13","English",24,"3",""
-3,1295,3,"inductive","laptop","conditional","13","English",24,"3",""
-1,36,1,"concrete","sweater","conditional","13","English",24,"3",""
-1,600,1,"concrete","laptop","conditional","13","English",24,"3",""
-3,350,0,"concrete","laptop","conditional","13","English",24,"3",""
-3,180.6,3,"inductive","headphones","conditional","13","English",24,"3",""
0,17.1,1,"inductive","sweater","conditional","13","English",24,"3",""
0,60,1,"concrete","headphones","conditional","13","English",24,"3",""
4,2.58,0,"inductive","headphones","conditional","13","English",24,"3",""
0,25.8,1,"inductive","headphones","conditional","13","English",24,"3",""
4,18.5,0,"inductive","laptop","conditional","13","English",24,"3",""
2,84,2,"concrete","coffee maker","conditional","13","English",24,"3",""
-4,24,0,"concrete","coffee maker","conditional","13","English",24,"3",""
4,2,0,"inductive","coffee maker","conditional","13","English",24,"3",""
-4,18,0,"concrete","sweater","conditional","13","English",24,"3",""
-3,119.7,3,"inductive","sweater","conditional","13","English",24,"3",""
2,87,3,"concrete","sweater","conditional","13","English",24,"3",""
-3,100,2,"inductive","coffee maker","conditional","13","English",24,"3",""
-4,1850,4,"inductive","laptop","conditional","13","English",24,"3",""
1,100,0,"concrete","watch","conditional","13","English",24,"3",""
-3,1200,2,"inductive","watch","conditional","13","English",24,"3",""
2,185,1,"inductive","laptop","conditional","13","English",24,"3",""
-2,240,1,"inductive","watch","conditional","13","English",24,"3",""
4,1.71,0,"inductive","sweater","conditional","13","English",24,"3",""
3,124,3,"concrete","coffee maker","conditional","13","English",24,"3",""
-3,140,3,"inductive","coffee maker","conditional","13","English",24,"3",""
2,1250,3,"concrete","laptop","conditional","13","English",24,"3",""
4,2000,4,"concrete","watch","conditional","13","English",24,"3",""
0,900,2,"concrete","laptop","conditional","13","English",24,"3",""
-3,258,4,"inductive","headphones","conditional","13","English",24,"3",""
-4,1680,3,"inductive","watch","conditional","13","English",24,"3",""
4,1850,4,"concrete","laptop","conditional","13","English",24,"3",""
-4,2400,4,"inductive","watch","conditional","13","English",24,"3",""
-2,200,4,"inductive","coffee maker","conditional","13","English",24,"3",""
-2,925,2,"inductive","laptop","conditional","13","English",24,"3",""
2,450,2,"concrete","watch","conditional","13","English",24,"3",""
2,250,1,"concrete","watch","conditional","13","English",24,"3",""
-3,52,1,"concrete","coffee maker","conditional","13","English",24,"3",""
0,24,0,"inductive","watch","conditional","13","English",24,"3",""
3,188,4,"concrete","coffee maker","conditional","13","English",24,"3",""
0,57,2,"concrete","sweater","conditional","13","English",24,"3",""
2,144,3,"concrete","headphones","conditional","13","English",24,"3",""
2,150,4,"concrete","sweater","conditional","13","English",24,"3",""
4,234,4,"concrete","headphones","conditional","13","English",24,"3",""
-4,24,0,"concrete","coffee maker","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-3,925,2,"inductive","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,150,4,"concrete","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-3,171,4,"inductive","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,1850,4,"concrete","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-4,17.1,1,"inductive","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,900,3,"concrete","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,140,3,"inductive","coffee maker","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,144,3,"concrete","headphones","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,2000,4,"concrete","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-4,100,2,"inductive","coffee maker","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-4,119.7,3,"inductive","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
0,24,0,"concrete","headphones","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,234,4,"concrete","headphones","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-4,2400,4,"inductive","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
2,100,0,"concrete","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,185,1,"inductive","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,87,3,"concrete","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-4,85.5,2,"inductive","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-3,350,0,"concrete","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,2.58,0,"inductive","headphones","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,600,1,"concrete","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,57,2,"concrete","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
0,1200,2,"inductive","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,60,1,"concrete","headphones","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,188,4,"concrete","coffee maker","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-3,1295,3,"inductive","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
3,2,0,"inductive","coffee maker","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,84,2,"concrete","coffee maker","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-4,1680,3,"inductive","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
1,1.71,0,"inductive","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-3,1850,4,"inductive","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-3,129,2,"inductive","headphones","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
-4,258,4,"inductive","headphones","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,1250,3,"concrete","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
1,36,1,"concrete","sweater","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,900,2,"concrete","laptop","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,250,1,"concrete","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
4,450,2,"concrete","watch","conditional","14","English",56,"3","It was interesting.  Just because something is very expensive doesn&quotechart mean that something else $1000 cheaper would be expensive.  I guess it would depend on the price of the first item."
