"","workerid","reward","comments","age","language","qNumber","qtype","dollar_amount","sigs","object","response","rt","level","id","date","phrasing"
"3769","6_07a","$0.40","""""","""52""","""english""",38,"inductive",1150,2,"laptop",4,4241,NA,"07a","2014 January 31 7am",NA
"3770","6_07a","$0.40","""""","""52""","""english""",39,"concrete",120,0,"coffee maker",5,3801,NA,"07a","2014 January 31 7am",NA
"3771","6_07a","$0.40","""""","""52""","""english""",40,"concrete",1400,1,"watch",6,3583,NA,"07a","2014 January 31 7am",NA
"3772","6_07a","$0.40","""""","""52""","""english""",41,"inductive",160,2,"headphones",3,3703,NA,"07a","2014 January 31 7am",NA
"3773","6_07a","$0.40","""""","""52""","""english""",42,"concrete",2700,3,"watch",8,2753,NA,"07a","2014 January 31 7am",NA
"3774","6_07a","$0.40","""""","""52""","""english""",43,"inductive",20,0.5,"sweater",8,6331,NA,"07a","2014 January 31 7am",NA
"3775","6_07a","$0.40","""""","""52""","""english""",44,"concrete",180,1,"coffee maker",6,3243,NA,"07a","2014 January 31 7am",NA
"3776","6_07a","$0.40","""""","""52""","""english""",45,"concrete",300,4,"sweater",9,2201,NA,"07a","2014 January 31 7am",NA
"3777","6_07a","$0.40","""""","""52""","""english""",46,"inductive",0.49,0.01,"sweater",9,2527,NA,"07a","2014 January 31 7am",NA
"3778","6_07a","$0.40","""""","""52""","""english""",47,"concrete",3450,4,"laptop",9,3648,NA,"07a","2014 January 31 7am",NA
"3779","6_07a","$0.40","""""","""52""","""english""",48,"inductive",30,0.5,"coffee maker",8,5475,NA,"07a","2014 January 31 7am",NA
"3780","6_07a","$0.40","""""","""52""","""english""",49,"inductive",70,0.1,"watch",9,2773,NA,"07a","2014 January 31 7am",NA
"3781","6_07a","$0.40","""""","""52""","""english""",50,"concrete",80,0,"sweater",5,3384,NA,"07a","2014 January 31 7am",NA
"3782","6_07a","$0.40","""""","""52""","""english""",51,"concrete",300,3,"coffee maker",9,2400,NA,"07a","2014 January 31 7am",NA
"3783","6_07a","$0.40","""""","""52""","""english""",52,"inductive",100,2,"sweater",4,4926,NA,"07a","2014 January 31 7am",NA
"3784","6_07a","$0.40","""""","""52""","""english""",53,"inductive",50,1,"sweater",5,8650,NA,"07a","2014 January 31 7am",NA
"3785","6_07a","$0.40","""""","""52""","""english""",54,"concrete",250,3,"sweater",9,2351,NA,"07a","2014 January 31 7am",NA
"3786","7_07a","$0.40","""""","""41""","""English""",0,"inductive",130,2,"coffee maker",2,7109,NA,"07a","2014 January 31 7am",NA
"3787","7_07a","$0.40","""""","""41""","""English""",1,"inductive",1300,2,"watch",1,4998,NA,"07a","2014 January 31 7am",NA
"3788","7_07a","$0.40","""""","""41""","""English""",2,"inductive",7,0.01,"watch",9,4023,NA,"07a","2014 January 31 7am",NA
"3789","7_07a","$0.40","""""","""41""","""English""",3,"inductive",1700,3,"laptop",1,3721,NA,"07a","2014 January 31 7am",NA
"3790","7_07a","$0.40","""""","""41""","""English""",4,"concrete",250,2,"coffee maker",9,4850,NA,"07a","2014 January 31 7am",NA
"3791","7_07a","$0.40","""""","""41""","""English""",5,"concrete",700,0,"watch",8,2920,NA,"07a","2014 January 31 7am",NA
"3792","7_07a","$0.40","""""","""41""","""English""",6,"concrete",3450,4,"laptop",9,2504,NA,"07a","2014 January 31 7am",NA
"3793","7_07a","$0.40","""""","""41""","""English""",7,"concrete",80,0,"sweater",5,5296,NA,"07a","2014 January 31 7am",NA
"3794","7_07a","$0.40","""""","""41""","""English""",8,"concrete",180,2,"sweater",6,4458,NA,"07a","2014 January 31 7am",NA
"3795","7_07a","$0.40","""""","""41""","""English""",9,"concrete",2700,3,"watch",9,2312,NA,"07a","2014 January 31 7am",NA
"3796","7_07a","$0.40","""""","""41""","""English""",10,"concrete",200,1,"headphones",3,3736,NA,"07a","2014 January 31 7am",NA
"3797","7_07a","$0.40","""""","""41""","""English""",11,"inductive",8,0.1,"headphones",7,3990,NA,"07a","2014 January 31 7am",NA
"3798","7_07a","$0.40","""""","""41""","""English""",12,"inductive",80,1,"headphones",6,4457,NA,"07a","2014 January 31 7am",NA
"3799","7_07a","$0.40","""""","""41""","""English""",13,"concrete",350,3,"headphones",9,2864,NA,"07a","2014 January 31 7am",NA
"3800","7_07a","$0.40","""""","""41""","""English""",14,"inductive",100,2,"sweater",3,3866,NA,"07a","2014 January 31 7am",NA
"3801","7_07a","$0.40","""""","""41""","""English""",15,"inductive",0.63,0.01,"coffee maker",9,3151,NA,"07a","2014 January 31 7am",NA
"3802","7_07a","$0.40","""""","""41""","""English""",16,"inductive",1950,3,"watch",2,5713,NA,"07a","2014 January 31 7am",NA
"3803","7_07a","$0.40","""""","""41""","""English""",17,"concrete",130,1,"sweater",6,7825,NA,"07a","2014 January 31 7am",NA
"3804","7_07a","$0.40","""""","""41""","""English""",18,"inductive",5,0.1,"sweater",9,2824,NA,"07a","2014 January 31 7am",NA
"3805","7_07a","$0.40","""""","""41""","""English""",19,"concrete",250,3,"sweater",9,3377,NA,"07a","2014 January 31 7am",NA
"3806","7_07a","$0.40","""""","""41""","""English""",20,"inductive",650,1,"watch",3,7058,NA,"07a","2014 January 31 7am",NA
"3807","7_07a","$0.40","""""","""41""","""English""",21,"concrete",180,1,"coffee maker",7,2783,NA,"07a","2014 January 31 7am",NA
"3808","7_07a","$0.40","""""","""41""","""English""",22,"concrete",2050,2,"watch",9,2707,NA,"07a","2014 January 31 7am",NA
"3809","7_07a","$0.40","""""","""41""","""English""",23,"concrete",3350,4,"watch",9,113549,NA,"07a","2014 January 31 7am",NA
"3810","7_07a","$0.40","""""","""41""","""English""",24,"inductive",190,3,"coffee maker",1,148010,NA,"07a","2014 January 31 7am",NA
"3811","7_07a","$0.40","""""","""41""","""English""",25,"concrete",120,0,"headphones",2,3745,NA,"07a","2014 January 31 7am",NA
"3812","7_07a","$0.40","""""","""41""","""English""",26,"inductive",70,0.1,"watch",6,2912,NA,"07a","2014 January 31 7am",NA
"3813","7_07a","$0.40","""""","""41""","""English""",27,"inductive",50,1,"sweater",3,4128,NA,"07a","2014 January 31 7am",NA
"3814","7_07a","$0.40","""""","""41""","""English""",28,"concrete",300,4,"sweater",9,2113,NA,"07a","2014 January 31 7am",NA
"3815","7_07a","$0.40","""""","""41""","""English""",29,"inductive",1150,2,"laptop",1,3400,NA,"07a","2014 January 31 7am",NA
"3816","7_07a","$0.40","""""","""41""","""English""",30,"inductive",0.79,0.01,"headphones",9,3640,NA,"07a","2014 January 31 7am",NA
"3817","7_07a","$0.40","""""","""41""","""English""",31,"concrete",300,3,"coffee maker",7,2953,NA,"07a","2014 January 31 7am",NA
"3818","7_07a","$0.40","""""","""41""","""English""",32,"concrete",2900,3,"laptop",9,2064,NA,"07a","2014 January 31 7am",NA
"3819","7_07a","$0.40","""""","""41""","""English""",33,"inductive",350,0.5,"watch",6,9770,NA,"07a","2014 January 31 7am",NA
"3820","7_07a","$0.40","""""","""41""","""English""",34,"inductive",40,0.5,"headphones",2,4472,NA,"07a","2014 January 31 7am",NA
"3821","7_07a","$0.40","""""","""41""","""English""",35,"inductive",30,0.5,"coffee maker",9,4464,NA,"07a","2014 January 31 7am",NA
"3822","7_07a","$0.40","""""","""41""","""English""",36,"concrete",1400,1,"watch",8,3891,NA,"07a","2014 January 31 7am",NA
"3823","7_07a","$0.40","""""","""41""","""English""",37,"inductive",250,3,"headphones",1,3852,NA,"07a","2014 January 31 7am",NA
"3824","7_07a","$0.40","""""","""41""","""English""",38,"inductive",550,1,"laptop",2,4848,NA,"07a","2014 January 31 7am",NA
"3825","7_07a","$0.40","""""","""41""","""English""",39,"inductive",300,0.5,"laptop",3,2984,NA,"07a","2014 January 31 7am",NA
"3826","7_07a","$0.40","""""","""41""","""English""",40,"concrete",1800,1,"laptop",8,2584,NA,"07a","2014 January 31 7am",NA
"3827","7_07a","$0.40","""""","""41""","""English""",41,"concrete",120,0,"coffee maker",4,3474,NA,"07a","2014 January 31 7am",NA
"3828","7_07a","$0.40","""""","""41""","""English""",42,"concrete",450,4,"headphones",9,2303,NA,"07a","2014 January 31 7am",NA
"3829","7_07a","$0.40","""""","""41""","""English""",43,"inductive",150,3,"sweater",1,10217,NA,"07a","2014 January 31 7am",NA
"3830","7_07a","$0.40","""""","""41""","""English""",44,"concrete",350,4,"coffee maker",7,3360,NA,"07a","2014 January 31 7am",NA
"3831","7_07a","$0.40","""""","""41""","""English""",45,"inductive",60,1,"coffee maker",6,5257,NA,"07a","2014 January 31 7am",NA
"3832","7_07a","$0.40","""""","""41""","""English""",46,"inductive",0.49,0.01,"sweater",9,2705,NA,"07a","2014 January 31 7am",NA
"3833","7_07a","$0.40","""""","""41""","""English""",47,"concrete",2350,2,"laptop",9,2304,NA,"07a","2014 January 31 7am",NA
"3834","7_07a","$0.40","""""","""41""","""English""",48,"inductive",20,0.5,"sweater",8,3961,NA,"07a","2014 January 31 7am",NA
"3835","7_07a","$0.40","""""","""41""","""English""",49,"inductive",60,0.1,"laptop",8,5889,NA,"07a","2014 January 31 7am",NA
"3836","7_07a","$0.40","""""","""41""","""English""",50,"concrete",300,2,"headphones",5,4168,NA,"07a","2014 January 31 7am",NA
"3837","7_07a","$0.40","""""","""41""","""English""",51,"inductive",6,0.01,"laptop",9,2240,NA,"07a","2014 January 31 7am",NA
"3838","7_07a","$0.40","""""","""41""","""English""",52,"concrete",1200,0,"laptop",5,4326,NA,"07a","2014 January 31 7am",NA
"3839","7_07a","$0.40","""""","""41""","""English""",53,"inductive",6,0.1,"coffee maker",9,2512,NA,"07a","2014 January 31 7am",NA
"3840","7_07a","$0.40","""""","""41""","""English""",54,"inductive",160,2,"headphones",2,3282,NA,"07a","2014 January 31 7am",NA
"3841","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",0,"inductive",6,0.01,"laptop",9,10246,NA,"07a","2014 January 31 7am",NA
"3842","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",1,"inductive",1950,3,"watch",6,13007,NA,"07a","2014 January 31 7am",NA
"3843","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",2,"concrete",300,4,"sweater",9,4660,NA,"07a","2014 January 31 7am",NA
"3844","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",3,"concrete",180,1,"coffee maker",8,5050,NA,"07a","2014 January 31 7am",NA
"3845","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",4,"concrete",2050,2,"watch",8,4927,NA,"07a","2014 January 31 7am",NA
"3846","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",5,"concrete",700,0,"watch",6,5074,NA,"07a","2014 January 31 7am",NA
"3847","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",6,"inductive",20,0.5,"sweater",9,5823,NA,"07a","2014 January 31 7am",NA
"3848","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",7,"inductive",70,0.1,"watch",8,8056,NA,"07a","2014 January 31 7am",NA
"3849","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",8,"concrete",130,1,"sweater",6,6877,NA,"07a","2014 January 31 7am",NA
"3850","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",9,"concrete",3350,4,"watch",7,4559,NA,"07a","2014 January 31 7am",NA
"3851","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",10,"concrete",300,3,"coffee maker",9,4229,NA,"07a","2014 January 31 7am",NA
"3852","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",11,"concrete",180,2,"sweater",7,5927,NA,"07a","2014 January 31 7am",NA
"3853","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",12,"concrete",350,4,"coffee maker",9,4013,NA,"07a","2014 January 31 7am",NA
"3854","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",13,"concrete",2350,2,"laptop",9,10544,NA,"07a","2014 January 31 7am",NA
"3855","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",14,"concrete",250,3,"sweater",9,3739,NA,"07a","2014 January 31 7am",NA
"3856","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",15,"concrete",300,2,"headphones",9,3965,NA,"07a","2014 January 31 7am",NA
"3857","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",16,"inductive",650,1,"watch",7,7995,NA,"07a","2014 January 31 7am",NA
"3858","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",17,"inductive",0.49,0.01,"sweater",1,5847,NA,"07a","2014 January 31 7am",NA
"3859","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",18,"inductive",0.79,0.01,"headphones",9,13023,NA,"07a","2014 January 31 7am",NA
"3860","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",19,"inductive",100,2,"sweater",1,10709,NA,"07a","2014 January 31 7am",NA
"3861","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",20,"inductive",7,0.01,"watch",9,6427,NA,"07a","2014 January 31 7am",NA
"3862","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",21,"inductive",350,0.5,"watch",6,5899,NA,"07a","2014 January 31 7am",NA
"3863","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",22,"inductive",150,3,"sweater",2,15762,NA,"07a","2014 January 31 7am",NA
"3864","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",23,"inductive",40,0.5,"headphones",8,5486,NA,"07a","2014 January 31 7am",NA
"3865","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",24,"concrete",1800,1,"laptop",9,4530,NA,"07a","2014 January 31 7am",NA
"3866","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",25,"inductive",6,0.1,"coffee maker",9,4913,NA,"07a","2014 January 31 7am",NA
"3867","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",26,"inductive",1150,2,"laptop",6,5557,NA,"07a","2014 January 31 7am",NA
"3868","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",27,"concrete",1200,0,"laptop",9,4885,NA,"07a","2014 January 31 7am",NA
"3869","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",28,"inductive",5,0.1,"sweater",9,5039,NA,"07a","2014 January 31 7am",NA
"3870","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",29,"inductive",550,1,"laptop",7,13175,NA,"07a","2014 January 31 7am",NA
"3871","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",30,"inductive",1700,3,"laptop",3,7750,NA,"07a","2014 January 31 7am",NA
"3872","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",31,"concrete",2900,3,"laptop",9,4431,NA,"07a","2014 January 31 7am",NA
"3873","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",32,"concrete",3450,4,"laptop",9,3339,NA,"07a","2014 January 31 7am",NA
"3874","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",33,"inductive",300,0.5,"laptop",8,5514,NA,"07a","2014 January 31 7am",NA
"3875","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",34,"inductive",30,0.5,"coffee maker",8,4672,NA,"07a","2014 January 31 7am",NA
"3876","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",35,"inductive",190,3,"coffee maker",5,11324,NA,"07a","2014 January 31 7am",NA
"3877","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",36,"concrete",350,3,"headphones",9,3461,NA,"07a","2014 January 31 7am",NA
"3878","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",37,"inductive",80,1,"headphones",6,5694,NA,"07a","2014 January 31 7am",NA
"3879","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",38,"concrete",80,0,"sweater",3,10893,NA,"07a","2014 January 31 7am",NA
"3880","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",39,"inductive",60,1,"coffee maker",8,5483,NA,"07a","2014 January 31 7am",NA
"3881","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",40,"concrete",250,2,"coffee maker",9,4197,NA,"07a","2014 January 31 7am",NA
"3882","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",41,"inductive",130,2,"coffee maker",6,6504,NA,"07a","2014 January 31 7am",NA
"3883","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",42,"concrete",120,0,"coffee maker",5,10563,NA,"07a","2014 January 31 7am",NA
"3884","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",43,"concrete",450,4,"headphones",9,4001,NA,"07a","2014 January 31 7am",NA
"3885","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",44,"inductive",8,0.1,"headphones",9,6799,NA,"07a","2014 January 31 7am",NA
"3886","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",45,"inductive",250,3,"headphones",5,6675,NA,"07a","2014 January 31 7am",NA
"3887","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",46,"concrete",200,1,"headphones",6,5969,NA,"07a","2014 January 31 7am",NA
"3888","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",47,"inductive",50,1,"sweater",8,8079,NA,"07a","2014 January 31 7am",NA
"3889","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",48,"concrete",2700,3,"watch",8,4182,NA,"07a","2014 January 31 7am",NA
"3890","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",49,"concrete",1400,1,"watch",7,4967,NA,"07a","2014 January 31 7am",NA
"3891","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",50,"inductive",1300,2,"watch",5,5860,NA,"07a","2014 January 31 7am",NA
"3892","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",51,"inductive",0.63,0.01,"coffee maker",9,15206,NA,"07a","2014 January 31 7am",NA
"3893","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",52,"inductive",60,0.1,"laptop",9,4877,NA,"07a","2014 January 31 7am",NA
"3894","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",53,"inductive",160,2,"headphones",4,7508,NA,"07a","2014 January 31 7am",NA
"3895","8_07a","$0.40","""none+however+on+the+%24.49+question%2C+my+computer+seemed+to+pass+over+and+register+the+answer+which+was+not+my+response.++Answer+should+be+&quotecharstill+consider+the+product+to+be+very+expensive&quotechar.""","""62""","""english""",54,"concrete",120,0,"headphones",3,5174,NA,"07a","2014 January 31 7am",NA
"3896","9_07a","$0.40","""""","""29""","""english""",0,"concrete",700,0,"watch",9,3785,NA,"07a","2014 January 31 7am",NA
"3897","9_07a","$0.40","""""","""29""","""english""",1,"concrete",2350,2,"laptop",9,4646,NA,"07a","2014 January 31 7am",NA
"3898","9_07a","$0.40","""""","""29""","""english""",2,"inductive",5,0.1,"sweater",7,22819,NA,"07a","2014 January 31 7am",NA
"3899","9_07a","$0.40","""""","""29""","""english""",3,"inductive",130,2,"coffee maker",5,5808,NA,"07a","2014 January 31 7am",NA
"3900","9_07a","$0.40","""""","""29""","""english""",4,"concrete",120,0,"headphones",9,5917,NA,"07a","2014 January 31 7am",NA
