"Iteration","Chain","type","label","dollar_amount","object","value"
40,1,"concrete","endorsement","36","sweater",0.371836246163399
41,1,"concrete","endorsement","36","sweater",0.371836246163399
42,1,"concrete","endorsement","36","sweater",0.371836246163399
43,1,"concrete","endorsement","36","sweater",0.336451955839826
44,1,"concrete","endorsement","36","sweater",0.339545586391271
45,1,"concrete","endorsement","36","sweater",0.27450405305653
46,1,"concrete","endorsement","36","sweater",0.371740865522178
47,1,"concrete","endorsement","36","sweater",0.371691317954641
48,1,"concrete","endorsement","36","sweater",0.371691317954641
49,1,"concrete","endorsement","36","sweater",0.371691317954641
50,1,"concrete","endorsement","36","sweater",0.435650928762596
1,1,"concrete","endorsement","50","sweater",0.00184379037561134
2,1,"concrete","endorsement","50","sweater",0.00184379037561134
3,1,"concrete","endorsement","50","sweater",0.00184379037561134
4,1,"concrete","endorsement","50","sweater",0.00209406635548168
5,1,"concrete","endorsement","50","sweater",0.00233228778271776
6,1,"concrete","endorsement","50","sweater",0.00217418853364555
7,1,"concrete","endorsement","50","sweater",0.00257496965884105
8,1,"concrete","endorsement","50","sweater",0.00257496965884105
9,1,"concrete","endorsement","50","sweater",0.00257321866114364
10,1,"concrete","endorsement","50","sweater",0.00572354826266507
11,1,"concrete","endorsement","50","sweater",0.00602743011524023
12,1,"concrete","endorsement","50","sweater",0.0128430365479593
13,1,"concrete","endorsement","50","sweater",0.0203241866770507
14,1,"concrete","endorsement","50","sweater",0.0211523387402839
15,1,"concrete","endorsement","50","sweater",0.0213378100355114
16,1,"concrete","endorsement","50","sweater",0.0262298187773111
17,1,"concrete","endorsement","50","sweater",0.0801270990021139
18,1,"concrete","endorsement","50","sweater",0.20560865864456
19,1,"concrete","endorsement","50","sweater",0.292881488553928
20,1,"concrete","endorsement","50","sweater",0.292881488553928
21,1,"concrete","endorsement","50","sweater",0.292881488553928
22,1,"concrete","endorsement","50","sweater",0.292881488553928
23,1,"concrete","endorsement","50","sweater",0.407476023124061
24,1,"concrete","endorsement","50","sweater",0.407476023124061
25,1,"concrete","endorsement","50","sweater",0.411227727406029
26,1,"concrete","endorsement","50","sweater",0.488923496358461
27,1,"concrete","endorsement","50","sweater",0.555079961501525
28,1,"concrete","endorsement","50","sweater",0.457934349962104
29,1,"concrete","endorsement","50","sweater",0.38711161620941
30,1,"concrete","endorsement","50","sweater",0.409703632789192
31,1,"concrete","endorsement","50","sweater",0.409703632789192
32,1,"concrete","endorsement","50","sweater",0.362374909206088
33,1,"concrete","endorsement","50","sweater",0.409629961881881
34,1,"concrete","endorsement","50","sweater",0.438576635347267
35,1,"concrete","endorsement","50","sweater",0.438576635347267
36,1,"concrete","endorsement","50","sweater",0.449844007768452
37,1,"concrete","endorsement","50","sweater",0.449844007768452
38,1,"concrete","endorsement","50","sweater",0.449844007768452
39,1,"concrete","endorsement","50","sweater",0.460124103829343
40,1,"concrete","endorsement","50","sweater",0.468223307323506
41,1,"concrete","endorsement","50","sweater",0.468223307323506
42,1,"concrete","endorsement","50","sweater",0.468223307323506
43,1,"concrete","endorsement","50","sweater",0.419812809256001
44,1,"concrete","endorsement","50","sweater",0.42465498694743
45,1,"concrete","endorsement","50","sweater",0.357068898744601
46,1,"concrete","endorsement","50","sweater",0.472723721029275
47,1,"concrete","endorsement","50","sweater",0.472608458564177
48,1,"concrete","endorsement","50","sweater",0.472608458564177
49,1,"concrete","endorsement","50","sweater",0.472608458564177
50,1,"concrete","endorsement","50","sweater",0.53787166887545
1,1,"concrete","endorsement","57","sweater",0.00207251778941709
2,1,"concrete","endorsement","57","sweater",0.00207251778941709
3,1,"concrete","endorsement","57","sweater",0.00207251778941709
4,1,"concrete","endorsement","57","sweater",0.00235765293618165
5,1,"concrete","endorsement","57","sweater",0.00262860398563719
6,1,"concrete","endorsement","57","sweater",0.00250723150569336
7,1,"concrete","endorsement","57","sweater",0.00298351661634235
8,1,"concrete","endorsement","57","sweater",0.00298351661634235
9,1,"concrete","endorsement","57","sweater",0.00298154526194701
10,1,"concrete","endorsement","57","sweater",0.00665637571424305
11,1,"concrete","endorsement","57","sweater",0.0069889864696853
12,1,"concrete","endorsement","57","sweater",0.0150199400456185
13,1,"concrete","endorsement","57","sweater",0.0234170981671441
14,1,"concrete","endorsement","57","sweater",0.0243960002593543
15,1,"concrete","endorsement","57","sweater",0.0246124736257951
16,1,"concrete","endorsement","57","sweater",0.0305569483461362
17,1,"concrete","endorsement","57","sweater",0.095853045824293
18,1,"concrete","endorsement","57","sweater",0.246181573833627
19,1,"concrete","endorsement","57","sweater",0.343253424392658
20,1,"concrete","endorsement","57","sweater",0.343253424392658
21,1,"concrete","endorsement","57","sweater",0.343253424392658
22,1,"concrete","endorsement","57","sweater",0.343253424392658
23,1,"concrete","endorsement","57","sweater",0.462958231287742
24,1,"concrete","endorsement","57","sweater",0.462958231287742
25,1,"concrete","endorsement","57","sweater",0.466306746525943
26,1,"concrete","endorsement","57","sweater",0.539020817793378
27,1,"concrete","endorsement","57","sweater",0.599434400612467
28,1,"concrete","endorsement","57","sweater",0.506279792787706
29,1,"concrete","endorsement","57","sweater",0.435153055851202
30,1,"concrete","endorsement","57","sweater",0.459578446109997
31,1,"concrete","endorsement","57","sweater",0.459578446109997
32,1,"concrete","endorsement","57","sweater",0.410666777294803
33,1,"concrete","endorsement","57","sweater",0.45672126980484
34,1,"concrete","endorsement","57","sweater",0.484528957816909
35,1,"concrete","endorsement","57","sweater",0.484528957816909
36,1,"concrete","endorsement","57","sweater",0.495776376932229
37,1,"concrete","endorsement","57","sweater",0.495776376932229
38,1,"concrete","endorsement","57","sweater",0.495776376932229
39,1,"concrete","endorsement","57","sweater",0.505486316827141
40,1,"concrete","endorsement","57","sweater",0.51349236061838
41,1,"concrete","endorsement","57","sweater",0.51349236061838
42,1,"concrete","endorsement","57","sweater",0.51349236061838
43,1,"concrete","endorsement","57","sweater",0.463116692658429
44,1,"concrete","endorsement","57","sweater",0.46841945650748
45,1,"concrete","endorsement","57","sweater",0.405333904883129
46,1,"concrete","endorsement","57","sweater",0.520752146649773
47,1,"concrete","endorsement","57","sweater",0.520607835522301
48,1,"concrete","endorsement","57","sweater",0.520607835522301
49,1,"concrete","endorsement","57","sweater",0.520607835522301
50,1,"concrete","endorsement","57","sweater",0.581690166795838
1,1,"concrete","endorsement","60","sweater",0.0024347773557772
2,1,"concrete","endorsement","60","sweater",0.0024347773557772
3,1,"concrete","endorsement","60","sweater",0.0024347773557772
4,1,"concrete","endorsement","60","sweater",0.00277691565793388
5,1,"concrete","endorsement","60","sweater",0.00310123534922258
6,1,"concrete","endorsement","60","sweater",0.00294148656632138
7,1,"concrete","endorsement","60","sweater",0.00352069287514977
8,1,"concrete","endorsement","60","sweater",0.00352069287514977
9,1,"concrete","endorsement","60","sweater",0.00351849630232126
10,1,"concrete","endorsement","60","sweater",0.00790337611889258
11,1,"concrete","endorsement","60","sweater",0.00827310912504119
12,1,"concrete","endorsement","60","sweater",0.018010619150163
13,1,"concrete","endorsement","60","sweater",0.0279921657777502
14,1,"concrete","endorsement","60","sweater",0.0292086865306358
15,1,"concrete","endorsement","60","sweater",0.0294726408121461
16,1,"concrete","endorsement","60","sweater",0.0371219628132146
17,1,"concrete","endorsement","60","sweater",0.121718282366945
18,1,"concrete","endorsement","60","sweater",0.310684704317226
19,1,"concrete","endorsement","60","sweater",0.42130159431393
20,1,"concrete","endorsement","60","sweater",0.42130159431393
21,1,"concrete","endorsement","60","sweater",0.42130159431393
22,1,"concrete","endorsement","60","sweater",0.42130159431393
23,1,"concrete","endorsement","60","sweater",0.547618308341205
24,1,"concrete","endorsement","60","sweater",0.547618308341205
25,1,"concrete","endorsement","60","sweater",0.550400872890621
26,1,"concrete","endorsement","60","sweater",0.615862041506617
27,1,"concrete","endorsement","60","sweater",0.668332975893045
28,1,"concrete","endorsement","60","sweater",0.581146778082054
29,1,"concrete","endorsement","60","sweater",0.510056450164038
30,1,"concrete","endorsement","60","sweater",0.535997515743883
31,1,"concrete","endorsement","60","sweater",0.535997515743883
32,1,"concrete","endorsement","60","sweater",0.48454473271076
33,1,"concrete","endorsement","60","sweater",0.529006492945288
34,1,"concrete","endorsement","60","sweater",0.555302387747672
35,1,"concrete","endorsement","60","sweater",0.555302387747672
36,1,"concrete","endorsement","60","sweater",0.566533996306338
37,1,"concrete","endorsement","60","sweater",0.566533996306338
38,1,"concrete","endorsement","60","sweater",0.566533996306338
39,1,"concrete","endorsement","60","sweater",0.575521058601228
40,1,"concrete","endorsement","60","sweater",0.583582856402124
41,1,"concrete","endorsement","60","sweater",0.583582856402124
42,1,"concrete","endorsement","60","sweater",0.583582856402124
43,1,"concrete","endorsement","60","sweater",0.52875507314025
44,1,"concrete","endorsement","60","sweater",0.535229262006811
45,1,"concrete","endorsement","60","sweater",0.479380373629785
46,1,"concrete","endorsement","60","sweater",0.595238069326479
47,1,"concrete","endorsement","60","sweater",0.595054831515312
48,1,"concrete","endorsement","60","sweater",0.595054831515312
49,1,"concrete","endorsement","60","sweater",0.595054831515312
50,1,"concrete","endorsement","60","sweater",0.651042839279073
1,1,"concrete","endorsement","80","sweater",0.00290996459799704
2,1,"concrete","endorsement","80","sweater",0.00290996459799704
3,1,"concrete","endorsement","80","sweater",0.00290996459799704
4,1,"concrete","endorsement","80","sweater",0.00332896433434541
5,1,"concrete","endorsement","80","sweater",0.00372495806659838
6,1,"concrete","endorsement","80","sweater",0.00356417660453909
7,1,"concrete","endorsement","80","sweater",0.00429489287007391
8,1,"concrete","endorsement","80","sweater",0.00429489287007391
9,1,"concrete","endorsement","80","sweater",0.00429246244615818
10,1,"concrete","endorsement","80","sweater",0.00970351716898897
11,1,"concrete","endorsement","80","sweater",0.0101228749755752
12,1,"concrete","endorsement","80","sweater",0.022333872526885
13,1,"concrete","endorsement","80","sweater",0.0343342416490385
14,1,"concrete","endorsement","80","sweater",0.0358923799528716
15,1,"concrete","endorsement","80","sweater",0.0362223045503558
16,1,"concrete","endorsement","80","sweater",0.0463831433197509
17,1,"concrete","endorsement","80","sweater",0.159160985307734
18,1,"concrete","endorsement","80","sweater",0.391988789621711
19,1,"concrete","endorsement","80","sweater",0.509668300839226
20,1,"concrete","endorsement","80","sweater",0.509668300839226
21,1,"concrete","endorsement","80","sweater",0.509668300839226
22,1,"concrete","endorsement","80","sweater",0.509668300839226
23,1,"concrete","endorsement","80","sweater",0.631324907321079
24,1,"concrete","endorsement","80","sweater",0.631324907321079
25,1,"concrete","endorsement","80","sweater",0.633424011601487
26,1,"concrete","endorsement","80","sweater",0.687927587484288
27,1,"concrete","endorsement","80","sweater",0.730769515256683
28,1,"concrete","endorsement","80","sweater",0.654711635740255
29,1,"concrete","endorsement","80","sweater",0.588872931832665
30,1,"concrete","endorsement","80","sweater",0.612768043521892
31,1,"concrete","endorsement","80","sweater",0.612768043521892
32,1,"concrete","endorsement","80","sweater",0.563403774335969
33,1,"concrete","endorsement","80","sweater",0.603462226131372
34,1,"concrete","endorsement","80","sweater",0.62677694416735
35,1,"concrete","endorsement","80","sweater",0.62677694416735
36,1,"concrete","endorsement","80","sweater",0.636196968511564
37,1,"concrete","endorsement","80","sweater",0.636196968511564
38,1,"concrete","endorsement","80","sweater",0.636196968511564
39,1,"concrete","endorsement","80","sweater",0.644057646296179
40,1,"concrete","endorsement","80","sweater",0.651516947754407
41,1,"concrete","endorsement","80","sweater",0.651516947754407
42,1,"concrete","endorsement","80","sweater",0.651516947754407
43,1,"concrete","endorsement","80","sweater",0.598018553335836
44,1,"concrete","endorsement","80","sweater",0.605039282486533
45,1,"concrete","endorsement","80","sweater",0.560648759191736
46,1,"concrete","endorsement","80","sweater",0.665114880826231
47,1,"concrete","endorsement","80","sweater",0.664905145047483
48,1,"concrete","endorsement","80","sweater",0.664905145047483
49,1,"concrete","endorsement","80","sweater",0.664905145047483
50,1,"concrete","endorsement","80","sweater",0.712478040046574
1,1,"concrete","endorsement","87","sweater",0.00316642065758107
2,1,"concrete","endorsement","87","sweater",0.00316642065758107
3,1,"concrete","endorsement","87","sweater",0.00316642065758107
4,1,"concrete","endorsement","87","sweater",0.00362760055689843
5,1,"concrete","endorsement","87","sweater",0.00406279716060061
6,1,"concrete","endorsement","87","sweater",0.00397065441749214
7,1,"concrete","endorsement","87","sweater",0.00480173267595301
8,1,"concrete","endorsement","87","sweater",0.00480173267595301
9,1,"concrete","endorsement","87","sweater",0.0047991955493098
10,1,"concrete","endorsement","87","sweater",0.0108760175202956
11,1,"concrete","endorsement","87","sweater",0.0113251323308795
12,1,"concrete","endorsement","87","sweater",0.0251182804814458
13,1,"concrete","endorsement","87","sweater",0.038099881620175
14,1,"concrete","endorsement","87","sweater",0.0398627941150613
15,1,"concrete","endorsement","87","sweater",0.0402312246872239
16,1,"concrete","endorsement","87","sweater",0.0519187328807355
17,1,"concrete","endorsement","87","sweater",0.180862293388318
18,1,"concrete","endorsement","87","sweater",0.430571289946076
19,1,"concrete","endorsement","87","sweater",0.546534353195477
20,1,"concrete","endorsement","87","sweater",0.546534353195477
21,1,"concrete","endorsement","87","sweater",0.546534353195477
22,1,"concrete","endorsement","87","sweater",0.546534353195477
23,1,"concrete","endorsement","87","sweater",0.660893382625622
24,1,"concrete","endorsement","87","sweater",0.660893382625622
25,1,"concrete","endorsement","87","sweater",0.662711488511206
26,1,"concrete","endorsement","87","sweater",0.712063672230126
27,1,"concrete","endorsement","87","sweater",0.750966725960529
28,1,"concrete","endorsement","87","sweater",0.68062572222066
29,1,"concrete","endorsement","87","sweater",0.618833050337919
30,1,"concrete","endorsement","87","sweater",0.63983726998703
31,1,"concrete","endorsement","87","sweater",0.63983726998703
32,1,"concrete","endorsement","87","sweater",0.593237147586531
33,1,"concrete","endorsement","87","sweater",0.630604296862355
34,1,"concrete","endorsement","87","sweater",0.652309920431025
35,1,"concrete","endorsement","87","sweater",0.652309920431025
36,1,"concrete","endorsement","87","sweater",0.660051627717517
37,1,"concrete","endorsement","87","sweater",0.660051627717517
38,1,"concrete","endorsement","87","sweater",0.660051627717517
39,1,"concrete","endorsement","87","sweater",0.667394841307856
40,1,"concrete","endorsement","87","sweater",0.674376398628385
41,1,"concrete","endorsement","87","sweater",0.674376398628385
42,1,"concrete","endorsement","87","sweater",0.674376398628385
43,1,"concrete","endorsement","87","sweater",0.623935571297939
44,1,"concrete","endorsement","87","sweater",0.630908308239967
45,1,"concrete","endorsement","87","sweater",0.590274526370167
46,1,"concrete","endorsement","87","sweater",0.687156603395266
47,1,"concrete","endorsement","87","sweater",0.686941133607127
48,1,"concrete","endorsement","87","sweater",0.686941133607127
49,1,"concrete","endorsement","87","sweater",0.686941133607127
50,1,"concrete","endorsement","87","sweater",0.731040976698276
1,1,"concrete","endorsement","90","sweater",0.00381216627546353
2,1,"concrete","endorsement","90","sweater",0.00381216627546353
3,1,"concrete","endorsement","90","sweater",0.00381216627546353
4,1,"concrete","endorsement","90","sweater",0.00438350819370471
5,1,"concrete","endorsement","90","sweater",0.00492083028344018
6,1,"concrete","endorsement","90","sweater",0.00474577851656865
7,1,"concrete","endorsement","90","sweater",0.00577705840107907
8,1,"concrete","endorsement","90","sweater",0.00577705840107907
9,1,"concrete","endorsement","90","sweater",0.00577448910316809
10,1,"concrete","endorsement","90","sweater",0.0131829769096968
11,1,"concrete","endorsement","90","sweater",0.0136915037236028
12,1,"concrete","endorsement","90","sweater",0.030810310956664
13,1,"concrete","endorsement","90","sweater",0.0466640302275469
14,1,"concrete","endorsement","90","sweater",0.0489291217122725
15,1,"concrete","endorsement","90","sweater",0.0493890732912771
16,1,"concrete","endorsement","90","sweater",0.0649130821220799
17,1,"concrete","endorsement","90","sweater",0.236730192355762
18,1,"concrete","endorsement","90","sweater",0.526582357702103
19,1,"concrete","endorsement","90","sweater",0.639330193859941
20,1,"concrete","endorsement","90","sweater",0.639330193859941
21,1,"concrete","endorsement","90","sweater",0.639330193859941
22,1,"concrete","endorsement","90","sweater",0.639330193859941
23,1,"concrete","endorsement","90","sweater",0.740386493741209
24,1,"concrete","endorsement","90","sweater",0.740386493741209
25,1,"concrete","endorsement","90","sweater",0.741622428605456
26,1,"concrete","endorsement","90","sweater",0.779730549804113
27,1,"concrete","endorsement","90","sweater",0.809444223833851
28,1,"concrete","endorsement","90","sweater",0.752240558227849
29,1,"concrete","endorsement","90","sweater",0.699244240919679
30,1,"concrete","endorsement","90","sweater",0.716491340814733
31,1,"concrete","endorsement","90","sweater",0.716491340814733
32,1,"concrete","endorsement","90","sweater",0.674988867661823
33,1,"concrete","endorsement","90","sweater",0.706513087751412
34,1,"concrete","endorsement","90","sweater",0.724581284118636
35,1,"concrete","endorsement","90","sweater",0.724581284118636
36,1,"concrete","endorsement","90","sweater",0.730393897564223
37,1,"concrete","endorsement","90","sweater",0.730393897564223
38,1,"concrete","endorsement","90","sweater",0.730393897564223
39,1,"concrete","endorsement","90","sweater",0.736460699495909
40,1,"concrete","endorsement","90","sweater",0.742553560006632
41,1,"concrete","endorsement","90","sweater",0.742553560006632
42,1,"concrete","endorsement","90","sweater",0.742553560006632
43,1,"concrete","endorsement","90","sweater",0.696443261219568
44,1,"concrete","endorsement","90","sweater",0.703459712977861
45,1,"concrete","endorsement","90","sweater",0.674567360937167
46,1,"concrete","endorsement","90","sweater",0.755611623535963
47,1,"concrete","endorsement","90","sweater",0.755388472205993
48,1,"concrete","endorsement","90","sweater",0.755388472205993
49,1,"concrete","endorsement","90","sweater",0.755388472205993
50,1,"concrete","endorsement","90","sweater",0.790729047099357
1,1,"concrete","endorsement","130","sweater",0.00484558493114886
2,1,"concrete","endorsement","130","sweater",0.00484558493114886
3,1,"concrete","endorsement","130","sweater",0.00484558493114886
4,1,"concrete","endorsement","130","sweater",0.00559990092542596
5,1,"concrete","endorsement","130","sweater",0.00630603288168663
6,1,"concrete","endorsement","130","sweater",0.00614143257868804
7,1,"concrete","endorsement","130","sweater",0.00754353188042146
8,1,"concrete","endorsement","130","sweater",0.00754353188042146
9,1,"concrete","endorsement","130","sweater",0.00754125490643293
10,1,"concrete","endorsement","130","sweater",0.0173646667002259
11,1,"concrete","endorsement","130","sweater",0.0179727519952895
12,1,"concrete","endorsement","130","sweater",0.0411086606802729
13,1,"concrete","endorsement","130","sweater",0.0612973108494278
14,1,"concrete","endorsement","130","sweater",0.0644520381293459
15,1,"concrete","endorsement","130","sweater",0.0650669192602922
16,1,"concrete","endorsement","130","sweater",0.08752827182686
17,1,"concrete","endorsement","130","sweater",0.32897480070673
18,1,"concrete","endorsement","130","sweater",0.642145749609776
19,1,"concrete","endorsement","130","sweater",0.737207617690926
20,1,"concrete","endorsement","130","sweater",0.737207617690926
21,1,"concrete","endorsement","130","sweater",0.737207617690926
22,1,"concrete","endorsement","130","sweater",0.737207617690926
23,1,"concrete","endorsement","130","sweater",0.814216448488245
24,1,"concrete","endorsement","130","sweater",0.814216448488245
25,1,"concrete","endorsement","130","sweater",0.814945679921269
26,1,"concrete","endorsement","130","sweater",0.841355196282079
27,1,"concrete","endorsement","130","sweater",0.862117471564628
28,1,"concrete","endorsement","130","sweater",0.820086334381107
29,1,"concrete","endorsement","130","sweater",0.779760478783474
30,1,"concrete","endorsement","130","sweater",0.790409878499977
31,1,"concrete","endorsement","130","sweater",0.790409878499977
32,1,"concrete","endorsement","130","sweater",0.757804303586295
33,1,"concrete","endorsement","130","sweater",0.781732318360867
34,1,"concrete","endorsement","130","sweater",0.795370639823046
35,1,"concrete","endorsement","130","sweater",0.795370639823046
36,1,"concrete","endorsement","130","sweater",0.798279461198433
37,1,"concrete","endorsement","130","sweater",0.798279461198433
38,1,"concrete","endorsement","130","sweater",0.798279461198433
39,1,"concrete","endorsement","130","sweater",0.802907360401544
40,1,"concrete","endorsement","130","sweater",0.807666579539222
41,1,"concrete","endorsement","130","sweater",0.807666579539222
42,1,"concrete","endorsement","130","sweater",0.807666579539222
43,1,"concrete","endorsement","130","sweater",0.770725679230542
44,1,"concrete","endorsement","130","sweater",0.777026944767751
45,1,"concrete","endorsement","130","sweater",0.757004135897912
46,1,"concrete","endorsement","130","sweater",0.818354595048534
47,1,"concrete","endorsement","130","sweater",0.81814121450385
48,1,"concrete","endorsement","130","sweater",0.81814121450385
49,1,"concrete","endorsement","130","sweater",0.81814121450385
50,1,"concrete","endorsement","130","sweater",0.844585363791846
1,1,"concrete","endorsement","150","sweater",0.00581868560590754
2,1,"concrete","endorsement","150","sweater",0.00581868560590754
3,1,"concrete","endorsement","150","sweater",0.00581868560590754
4,1,"concrete","endorsement","150","sweater",0.00675162422277707
5,1,"concrete","endorsement","150","sweater",0.00762185446091437
6,1,"concrete","endorsement","150","sweater",0.00758257041633675
7,1,"concrete","endorsement","150","sweater",0.00937894250914546
8,1,"concrete","endorsement","150","sweater",0.00937894250914546
9,1,"concrete","endorsement","150","sweater",0.00937738227591436
10,1,"concrete","endorsement","150","sweater",0.0217178566086967
11,1,"concrete","endorsement","150","sweater",0.0224218532066784
12,1,"concrete","endorsement","150","sweater",0.0518093141070337
13,1,"concrete","endorsement","150","sweater",0.0757909506046413
14,1,"concrete","endorsement","150","sweater",0.0798534426340273
15,1,"concrete","endorsement","150","sweater",0.0806194059237459
16,1,"concrete","endorsement","150","sweater",0.11026253864198
17,1,"concrete","endorsement","150","sweater",0.412071219853405
18,1,"concrete","endorsement","150","sweater",0.716640923512566
19,1,"concrete","endorsement","150","sweater",0.79453859236508
20,1,"concrete","endorsement","150","sweater",0.79453859236508
21,1,"concrete","endorsement","150","sweater",0.79453859236508
22,1,"concrete","endorsement","150","sweater",0.79453859236508
23,1,"concrete","endorsement","150","sweater",0.854544117903111
24,1,"concrete","endorsement","150","sweater",0.854544117903111
25,1,"concrete","endorsement","150","sweater",0.855038461603248
26,1,"concrete","endorsement","150","sweater",0.875046273405694
27,1,"concrete","endorsement","150","sweater",0.890972959431384
28,1,"concrete","endorsement","150","sweater",0.857980150828841
29,1,"concrete","endorsement","150","sweater",0.826021340714078
30,1,"concrete","endorsement","150","sweater",0.832399678029399
31,1,"concrete","endorsement","150","sweater",0.832399678029399
32,1,"concrete","endorsement","150","sweater",0.805973156306835
33,1,"concrete","endorsement","150","sweater",0.825127194009221
34,1,"concrete","endorsement","150","sweater",0.836044493793794
35,1,"concrete","endorsement","150","sweater",0.836044493793794
36,1,"concrete","endorsement","150","sweater",0.837305655660522
37,1,"concrete","endorsement","150","sweater",0.837305655660522
38,1,"concrete","endorsement","150","sweater",0.837305655660522
39,1,"concrete","endorsement","150","sweater",0.841065851065497
40,1,"concrete","endorsement","150","sweater",0.844943533019884
41,1,"concrete","endorsement","150","sweater",0.844943533019884
42,1,"concrete","endorsement","150","sweater",0.844943533019884
43,1,"concrete","endorsement","150","sweater",0.814641196958746
44,1,"concrete","endorsement","150","sweater",0.820222810253955
45,1,"concrete","endorsement","150","sweater",0.803975438191354
46,1,"concrete","endorsement","150","sweater",0.853686068387944
47,1,"concrete","endorsement","150","sweater",0.853487289522961
48,1,"concrete","endorsement","150","sweater",0.853487289522961
49,1,"concrete","endorsement","150","sweater",0.853487289522961
50,1,"concrete","endorsement","150","sweater",0.874873596387406
1,1,"concrete","endorsement","180","sweater",0.0074727847870783
2,1,"concrete","endorsement","180","sweater",0.0074727847870783
3,1,"concrete","endorsement","180","sweater",0.0074727847870783
4,1,"concrete","endorsement","180","sweater",0.00872437022070177
5,1,"concrete","endorsement","180","sweater",0.00988619442517596
6,1,"concrete","endorsement","180","sweater",0.00984933459052436
7,1,"concrete","endorsement","180","sweater",0.0122937457214902
8,1,"concrete","endorsement","180","sweater",0.0122937457214902
9,1,"concrete","endorsement","180","sweater",0.0122943165466973
10,1,"concrete","endorsement","180","sweater",0.0287325832008469
11,1,"concrete","endorsement","180","sweater",0.0295962784106168
12,1,"concrete","endorsement","180","sweater",0.069430307053227
13,1,"concrete","endorsement","180","sweater",0.100070221433513
14,1,"concrete","endorsement","180","sweater",0.105748028946844
15,1,"concrete","endorsement","180","sweater",0.106768354502331
16,1,"concrete","endorsement","180","sweater",0.149360273373769
17,1,"concrete","endorsement","180","sweater",0.539856834619726
18,1,"concrete","endorsement","180","sweater",0.80822490176422
19,1,"concrete","endorsement","180","sweater",0.863442201075448
20,1,"concrete","endorsement","180","sweater",0.863442201075448
21,1,"concrete","endorsement","180","sweater",0.863442201075448
22,1,"concrete","endorsement","180","sweater",0.863442201075448
23,1,"concrete","endorsement","180","sweater",0.903686966238023
24,1,"concrete","endorsement","180","sweater",0.903686966238023
25,1,"concrete","endorsement","180","sweater",0.903959250147604
26,1,"concrete","endorsement","180","sweater",0.916814199457036
27,1,"concrete","endorsement","180","sweater",0.927169558845065
28,1,"concrete","endorsement","180","sweater",0.905070085542349
29,1,"concrete","endorsement","180","sweater",0.883338367037889
30,1,"concrete","endorsement","180","sweater",0.886228809634979
31,1,"concrete","endorsement","180","sweater",0.886228809634979
32,1,"concrete","endorsement","180","sweater",0.867706091181057
33,1,"concrete","endorsement","180","sweater",0.880899195527151
34,1,"concrete","endorsement","180","sweater",0.888404604176127
35,1,"concrete","endorsement","180","sweater",0.888404604176127
36,1,"concrete","endorsement","180","sweater",0.888526721993364
37,1,"concrete","endorsement","180","sweater",0.888526721993364
38,1,"concrete","endorsement","180","sweater",0.888526721993364
39,1,"concrete","endorsement","180","sweater",0.891149112602445
40,1,"concrete","endorsement","180","sweater",0.893880071925058
41,1,"concrete","endorsement","180","sweater",0.893880071925058
42,1,"concrete","endorsement","180","sweater",0.893880071925058
43,1,"concrete","endorsement","180","sweater",0.872267151178984
44,1,"concrete","endorsement","180","sweater",0.876562506381589
45,1,"concrete","endorsement","180","sweater",0.865533660543138
46,1,"concrete","endorsement","180","sweater",0.900143518057858
47,1,"concrete","endorsement","180","sweater",0.899976879376512
48,1,"concrete","endorsement","180","sweater",0.899976879376512
49,1,"concrete","endorsement","180","sweater",0.899976879376512
50,1,"concrete","endorsement","180","sweater",0.91473943198614
1,1,"concrete","endorsement","250","sweater",0.00966004102060648
2,1,"concrete","endorsement","250","sweater",0.00966004102060648
3,1,"concrete","endorsement","250","sweater",0.00966004102060648
4,1,"concrete","endorsement","250","sweater",0.0113522873672609
5,1,"concrete","endorsement","250","sweater",0.0129157689676683
6,1,"concrete","endorsement","250","sweater",0.0131189043363335
7,1,"concrete","endorsement","250","sweater",0.0165266355617764
8,1,"concrete","endorsement","250","sweater",0.0165266355617764
9,1,"concrete","endorsement","250","sweater",0.0165317483915924
10,1,"concrete","endorsement","250","sweater",0.038940352798204
11,1,"concrete","endorsement","250","sweater",0.0400279799696172
12,1,"concrete","endorsement","250","sweater",0.0949153738778499
13,1,"concrete","endorsement","250","sweater",0.133382682838094
14,1,"concrete","endorsement","250","sweater",0.141315440240068
15,1,"concrete","endorsement","250","sweater",0.142670026849719
16,1,"concrete","endorsement","250","sweater",0.203240178138349
17,1,"concrete","endorsement","250","sweater",0.667969764011695
18,1,"concrete","endorsement","250","sweater",0.875260814840656
19,1,"concrete","endorsement","250","sweater",0.911746034038273
20,1,"concrete","endorsement","250","sweater",0.911746034038273
21,1,"concrete","endorsement","250","sweater",0.911746034038273
22,1,"concrete","endorsement","250","sweater",0.911746034038273
23,1,"concrete","endorsement","250","sweater",0.937617135337745
24,1,"concrete","endorsement","250","sweater",0.937617135337745
25,1,"concrete","endorsement","250","sweater",0.937773161594758
26,1,"concrete","endorsement","250","sweater",0.94595214935227
27,1,"concrete","endorsement","250","sweater",0.952604711863961
28,1,"concrete","endorsement","250","sweater",0.938196899052074
29,1,"concrete","endorsement","250","sweater",0.923954723233949
30,1,"concrete","endorsement","250","sweater",0.925063259337178
31,1,"concrete","endorsement","250","sweater",0.925063259337178
32,1,"concrete","endorsement","250","sweater",0.912627429674384
