"response","dollar_amount","level","qtype","item","phrasing","workerid","language","age","education","comments"
1,25.8,1,"inductive","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,20,1,"inductive","coffee maker","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
1,87,3,"concrete","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,1.71,0,"inductive","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
3,1250,3,"concrete","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-3,36,1,"concrete","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
4,900,3,"concrete","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,60,1,"concrete","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,100,2,"inductive","coffee maker","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,1680,3,"inductive","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
3,2000,4,"concrete","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,24,0,"inductive","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,1850,4,"inductive","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-1,1200,2,"inductive","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-4,24,0,"concrete","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-1,1295,3,"inductive","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
1,185,1,"inductive","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
2,240,1,"inductive","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
2,180.6,3,"inductive","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-4,18,0,"concrete","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,171,4,"inductive","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
3,450,2,"concrete","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,18.5,0,"inductive","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-2,600,1,"concrete","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-2,100,0,"concrete","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
1,234,4,"concrete","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
4,1850,4,"concrete","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
1,96,2,"concrete","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,129,2,"inductive","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
2,144,3,"concrete","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,258,4,"inductive","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
2,250,1,"concrete","watch","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,84,2,"concrete","coffee maker","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
1,2.58,0,"inductive","headphones","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
2,188,4,"concrete","coffee maker","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,57,2,"concrete","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,119.7,3,"inductive","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
2,150,4,"concrete","sweater","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-1,200,4,"inductive","coffee maker","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,925,2,"inductive","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
1,124,3,"concrete","coffee maker","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
-4,350,0,"concrete","laptop","relative_clause","8","English",25,"4","Interesting hit. Well designed, too."
0,350,0,"concrete","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,60,1,"concrete","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-1,124,3,"concrete","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,900,2,"concrete","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-3,57,2,"concrete","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
1,450,2,"concrete","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,96,2,"concrete","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,100,0,"concrete","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
2,185,1,"inductive","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,2,0,"inductive","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-3,100,2,"inductive","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,52,1,"concrete","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,1850,4,"inductive","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,2000,4,"concrete","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
1,250,1,"concrete","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
2,600,1,"concrete","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,1850,4,"concrete","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,200,4,"inductive","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,1200,2,"inductive","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,144,3,"concrete","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-2,119.7,3,"inductive","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,84,2,"concrete","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,1.71,0,"inductive","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
0,150,4,"concrete","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-3,85.5,2,"inductive","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,24,0,"concrete","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,234,4,"concrete","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,180.6,3,"inductive","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,18.5,0,"inductive","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,925,2,"inductive","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,1250,3,"concrete","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,900,3,"concrete","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,1295,3,"inductive","laptop","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
2,20,1,"inductive","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
1,87,3,"concrete","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-3,129,2,"inductive","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,2.58,0,"inductive","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,140,3,"inductive","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
2,24,0,"inductive","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
0,240,1,"inductive","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,1680,3,"inductive","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,171,4,"inductive","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,258,4,"inductive","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-2,36,1,"concrete","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,2400,4,"inductive","watch","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
4,17.1,1,"inductive","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,18,0,"concrete","sweater","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
2,188,4,"concrete","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,24,0,"concrete","coffee maker","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,25.8,1,"inductive","headphones","relative_clause","9","english",22,"2","kinda slow but thank you very smooth"
-4,2400,4,"inductive","watch","relative_clause","10","English",29,"2",""
4,2000,4,"concrete","watch","relative_clause","10","English",29,"2",""
-4,600,1,"concrete","laptop","relative_clause","10","English",29,"2",""
1,100,0,"concrete","watch","relative_clause","10","English",29,"2",""
1,87,3,"concrete","sweater","relative_clause","10","English",29,"2",""
2,84,2,"concrete","coffee maker","relative_clause","10","English",29,"2",""
4,258,4,"inductive","headphones","relative_clause","10","English",29,"2",""
-3,60,1,"concrete","headphones","relative_clause","10","English",29,"2",""
-4,25.8,1,"inductive","headphones","relative_clause","10","English",29,"2",""
1,140,3,"inductive","coffee maker","relative_clause","10","English",29,"2",""
-4,18,0,"concrete","sweater","relative_clause","10","English",29,"2",""
4,1680,3,"inductive","watch","relative_clause","10","English",29,"2",""
-2,925,2,"inductive","laptop","relative_clause","10","English",29,"2",""
-4,17.1,1,"inductive","sweater","relative_clause","10","English",29,"2",""
1,180.6,3,"inductive","headphones","relative_clause","10","English",29,"2",""
4,171,4,"inductive","sweater","relative_clause","10","English",29,"2",""
-4,1.71,0,"inductive","sweater","relative_clause","10","English",29,"2",""
-4,20,1,"inductive","coffee maker","relative_clause","10","English",29,"2",""
-1,1200,2,"inductive","watch","relative_clause","10","English",29,"2",""
4,234,4,"concrete","headphones","relative_clause","10","English",29,"2",""
-4,2.58,0,"inductive","headphones","relative_clause","10","English",29,"2",""
0,900,2,"concrete","laptop","relative_clause","10","English",29,"2",""
4,144,3,"concrete","headphones","relative_clause","10","English",29,"2",""
1,85.5,2,"inductive","sweater","relative_clause","10","English",29,"2",""
4,250,1,"concrete","watch","relative_clause","10","English",29,"2",""
4,450,2,"concrete","watch","relative_clause","10","English",29,"2",""
4,150,4,"concrete","sweater","relative_clause","10","English",29,"2",""
-1,100,2,"inductive","coffee maker","relative_clause","10","English",29,"2",""
4,124,3,"concrete","coffee maker","relative_clause","10","English",29,"2",""
-4,24,0,"concrete","headphones","relative_clause","10","English",29,"2",""
4,900,3,"concrete","watch","relative_clause","10","English",29,"2",""
3,1850,4,"inductive","laptop","relative_clause","10","English",29,"2",""
-4,52,1,"concrete","coffee maker","relative_clause","10","English",29,"2",""
4,1850,4,"concrete","laptop","relative_clause","10","English",29,"2",""
0,200,4,"inductive","coffee maker","relative_clause","10","English",29,"2",""
-4,36,1,"concrete","sweater","relative_clause","10","English",29,"2",""
-3,57,2,"concrete","sweater","relative_clause","10","English",29,"2",""
4,188,4,"concrete","coffee maker","relative_clause","10","English",29,"2",""
-4,185,1,"inductive","laptop","relative_clause","10","English",29,"2",""
4,96,2,"concrete","headphones","relative_clause","10","English",29,"2",""
-4,350,0,"concrete","laptop","relative_clause","10","English",29,"2",""
-4,2,0,"inductive","coffee maker","relative_clause","10","English",29,"2",""
-4,129,2,"inductive","headphones","relative_clause","10","English",29,"2",""
2,1295,3,"inductive","laptop","relative_clause","10","English",29,"2",""
-4,18.5,0,"inductive","laptop","relative_clause","10","English",29,"2",""
-4,24,0,"concrete","coffee maker","relative_clause","10","English",29,"2",""
4,240,1,"inductive","watch","relative_clause","10","English",29,"2",""
4,119.7,3,"inductive","sweater","relative_clause","10","English",29,"2",""
-4,24,0,"inductive","watch","relative_clause","10","English",29,"2",""
2,1250,3,"concrete","laptop","relative_clause","10","English",29,"2",""
4,144,3,"concrete","headphones","relative_clause","11","english",35,"1","thx"
4,450,2,"concrete","watch","relative_clause","11","english",35,"1","thx"
0,100,0,"concrete","watch","relative_clause","11","english",35,"1","thx"
-4,1295,3,"inductive","laptop","relative_clause","11","english",35,"1","thx"
4,1.71,0,"inductive","sweater","relative_clause","11","english",35,"1","thx"
3,350,0,"concrete","laptop","relative_clause","11","english",35,"1","thx"
4,17.1,1,"inductive","sweater","relative_clause","11","english",35,"1","thx"
-4,1850,4,"inductive","laptop","relative_clause","11","english",35,"1","thx"
1,52,1,"concrete","coffee maker","relative_clause","11","english",35,"1","thx"
2,250,1,"concrete","watch","relative_clause","11","english",35,"1","thx"
0,100,2,"inductive","coffee maker","relative_clause","11","english",35,"1","thx"
4,1850,4,"concrete","laptop","relative_clause","11","english",35,"1","thx"
4,1250,3,"concrete","laptop","relative_clause","11","english",35,"1","thx"
-3,36,1,"concrete","sweater","relative_clause","11","english",35,"1","thx"
4,900,3,"concrete","watch","relative_clause","11","english",35,"1","thx"
3,25.8,1,"inductive","headphones","relative_clause","11","english",35,"1","thx"
0,1680,3,"inductive","watch","relative_clause","11","english",35,"1","thx"
3,185,1,"inductive","laptop","relative_clause","11","english",35,"1","thx"
1,119.7,3,"inductive","sweater","relative_clause","11","english",35,"1","thx"
1,1200,2,"inductive","watch","relative_clause","11","english",35,"1","thx"
-4,18,0,"concrete","sweater","relative_clause","11","english",35,"1","thx"
4,150,4,"concrete","sweater","relative_clause","11","english",35,"1","thx"
0,200,4,"inductive","coffee maker","relative_clause","11","english",35,"1","thx"
-2,258,4,"inductive","headphones","relative_clause","11","english",35,"1","thx"
3,96,2,"concrete","headphones","relative_clause","11","english",35,"1","thx"
-3,180.6,3,"inductive","headphones","relative_clause","11","english",35,"1","thx"
2,925,2,"inductive","laptop","relative_clause","11","english",35,"1","thx"
4,900,2,"concrete","laptop","relative_clause","11","english",35,"1","thx"
4,188,4,"concrete","coffee maker","relative_clause","11","english",35,"1","thx"
4,2,0,"inductive","coffee maker","relative_clause","11","english",35,"1","thx"
3,20,1,"inductive","coffee maker","relative_clause","11","english",35,"1","thx"
4,87,3,"concrete","sweater","relative_clause","11","english",35,"1","thx"
4,24,0,"inductive","watch","relative_clause","11","english",35,"1","thx"
-2,85.5,2,"inductive","sweater","relative_clause","11","english",35,"1","thx"
4,124,3,"concrete","coffee maker","relative_clause","11","english",35,"1","thx"
-3,171,4,"inductive","sweater","relative_clause","11","english",35,"1","thx"
2,240,1,"inductive","watch","relative_clause","11","english",35,"1","thx"
-2,2400,4,"inductive","watch","relative_clause","11","english",35,"1","thx"
4,18.5,0,"inductive","laptop","relative_clause","11","english",35,"1","thx"
4,2.58,0,"inductive","headphones","relative_clause","11","english",35,"1","thx"
-2,140,3,"inductive","coffee maker","relative_clause","11","english",35,"1","thx"
0,57,2,"concrete","sweater","relative_clause","11","english",35,"1","thx"
-4,24,0,"concrete","coffee maker","relative_clause","11","english",35,"1","thx"
-2,129,2,"inductive","headphones","relative_clause","11","english",35,"1","thx"
3,600,1,"concrete","laptop","relative_clause","11","english",35,"1","thx"
4,234,4,"concrete","headphones","relative_clause","11","english",35,"1","thx"
4,2000,4,"concrete","watch","relative_clause","11","english",35,"1","thx"
3,84,2,"concrete","coffee maker","relative_clause","11","english",35,"1","thx"
-4,24,0,"concrete","headphones","relative_clause","11","english",35,"1","thx"
0,60,1,"concrete","headphones","relative_clause","11","english",35,"1","thx"
-3,100,2,"inductive","coffee maker","relative_clause","12","english",24,"3",""
-2,17.1,1,"inductive","sweater","relative_clause","12","english",24,"3",""
3,1850,4,"concrete","laptop","relative_clause","12","english",24,"3",""
-3,24,0,"concrete","headphones","relative_clause","12","english",24,"3",""
-1,129,2,"inductive","headphones","relative_clause","12","english",24,"3",""
3,1250,3,"concrete","laptop","relative_clause","12","english",24,"3",""
0,1680,3,"inductive","watch","relative_clause","12","english",24,"3",""
0,2400,4,"inductive","watch","relative_clause","12","english",24,"3",""
4,234,4,"concrete","headphones","relative_clause","12","english",24,"3",""
-2,85.5,2,"inductive","sweater","relative_clause","12","english",24,"3",""
1,150,4,"concrete","sweater","relative_clause","12","english",24,"3",""
0,24,0,"concrete","coffee maker","relative_clause","12","english",24,"3",""
0,1200,2,"inductive","watch","relative_clause","12","english",24,"3",""
1,52,1,"concrete","coffee maker","relative_clause","12","english",24,"3",""
-3,450,2,"concrete","watch","relative_clause","12","english",24,"3",""
-4,100,0,"concrete","watch","relative_clause","12","english",24,"3",""
-1,36,1,"concrete","sweater","relative_clause","12","english",24,"3",""
-2,180.6,3,"inductive","headphones","relative_clause","12","english",24,"3",""
-2,1295,3,"inductive","laptop","relative_clause","12","english",24,"3",""
2,18.5,0,"inductive","laptop","relative_clause","12","english",24,"3",""
-3,171,4,"inductive","sweater","relative_clause","12","english",24,"3",""
-1,25.8,1,"inductive","headphones","relative_clause","12","english",24,"3",""
-2,350,0,"concrete","laptop","relative_clause","12","english",24,"3",""
1,60,1,"concrete","headphones","relative_clause","12","english",24,"3",""
-2,140,3,"inductive","coffee maker","relative_clause","12","english",24,"3",""
0,57,2,"concrete","sweater","relative_clause","12","english",24,"3",""
2,84,2,"concrete","coffee maker","relative_clause","12","english",24,"3",""
-2,258,4,"inductive","headphones","relative_clause","12","english",24,"3",""
0,240,1,"inductive","watch","relative_clause","12","english",24,"3",""
-3,1850,4,"inductive","laptop","relative_clause","12","english",24,"3",""
2,24,0,"inductive","watch","relative_clause","12","english",24,"3",""
0,2,0,"inductive","coffee maker","relative_clause","12","english",24,"3",""
2,144,3,"concrete","headphones","relative_clause","12","english",24,"3",""
-1,200,4,"inductive","coffee maker","relative_clause","12","english",24,"3",""
-3,18,0,"concrete","sweater","relative_clause","12","english",24,"3",""
1,900,3,"concrete","watch","relative_clause","12","english",24,"3",""
-1,250,1,"concrete","watch","relative_clause","12","english",24,"3",""
3,96,2,"concrete","headphones","relative_clause","12","english",24,"3",""
2,1.71,0,"inductive","sweater","relative_clause","12","english",24,"3",""
0,925,2,"inductive","laptop","relative_clause","12","english",24,"3",""
1,87,3,"concrete","sweater","relative_clause","12","english",24,"3",""
3,124,3,"concrete","coffee maker","relative_clause","12","english",24,"3",""
1,900,2,"concrete","laptop","relative_clause","12","english",24,"3",""
0,600,1,"concrete","laptop","relative_clause","12","english",24,"3",""
0,2.58,0,"inductive","headphones","relative_clause","12","english",24,"3",""
-2,20,1,"inductive","coffee maker","relative_clause","12","english",24,"3",""
3,2000,4,"concrete","watch","relative_clause","12","english",24,"3",""
-2,119.7,3,"inductive","sweater","relative_clause","12","english",24,"3",""
3,188,4,"concrete","coffee maker","relative_clause","12","english",24,"3",""
1,185,1,"inductive","laptop","relative_clause","12","english",24,"3",""
2,124,3,"concrete","coffee maker","relative_clause","13","English",26,"3",""
4,900,3,"concrete","watch","relative_clause","13","English",26,"3",""
4,150,4,"concrete","sweater","relative_clause","13","English",26,"3",""
3,1850,4,"concrete","laptop","relative_clause","13","English",26,"3",""
4,250,1,"concrete","watch","relative_clause","13","English",26,"3",""
0,119.7,3,"inductive","sweater","relative_clause","13","English",26,"3",""
4,450,2,"concrete","watch","relative_clause","13","English",26,"3",""
2,18.5,0,"inductive","laptop","relative_clause","13","English",26,"3",""
1,60,1,"concrete","headphones","relative_clause","13","English",26,"3",""
4,188,4,"concrete","coffee maker","relative_clause","13","English",26,"3",""
-3,350,0,"concrete","laptop","relative_clause","13","English",26,"3",""
-1,84,2,"concrete","coffee maker","relative_clause","13","English",26,"3",""
0,1680,3,"inductive","watch","relative_clause","13","English",26,"3",""
3,2,0,"inductive","coffee maker","relative_clause","13","English",26,"3",""
1,129,2,"inductive","headphones","relative_clause","13","English",26,"3",""
3,96,2,"concrete","headphones","relative_clause","13","English",26,"3",""
-3,52,1,"concrete","coffee maker","relative_clause","13","English",26,"3",""
1,87,3,"concrete","sweater","relative_clause","13","English",26,"3",""
4,144,3,"concrete","headphones","relative_clause","13","English",26,"3",""
0,258,4,"inductive","headphones","relative_clause","13","English",26,"3",""
0,85.5,2,"inductive","sweater","relative_clause","13","English",26,"3",""
3,24,0,"inductive","watch","relative_clause","13","English",26,"3",""
1,57,2,"concrete","sweater","relative_clause","13","English",26,"3",""
-1,36,1,"concrete","sweater","relative_clause","13","English",26,"3",""
-3,24,0,"concrete","headphones","relative_clause","13","English",26,"3",""
0,240,1,"inductive","watch","relative_clause","13","English",26,"3",""
0,1850,4,"inductive","laptop","relative_clause","13","English",26,"3",""
0,140,3,"inductive","coffee maker","relative_clause","13","English",26,"3",""
4,1.71,0,"inductive","sweater","relative_clause","13","English",26,"3",""
1,1250,3,"concrete","laptop","relative_clause","13","English",26,"3",""
3,2.58,0,"inductive","headphones","relative_clause","13","English",26,"3",""
0,2400,4,"inductive","watch","relative_clause","13","English",26,"3",""
0,1200,2,"inductive","watch","relative_clause","13","English",26,"3",""
0,17.1,1,"inductive","sweater","relative_clause","13","English",26,"3",""
0,1295,3,"inductive","laptop","relative_clause","13","English",26,"3",""
0,20,1,"inductive","coffee maker","relative_clause","13","English",26,"3",""
-1,600,1,"concrete","laptop","relative_clause","13","English",26,"3",""
0,180.6,3,"inductive","headphones","relative_clause","13","English",26,"3",""
0,171,4,"inductive","sweater","relative_clause","13","English",26,"3",""
0,925,2,"inductive","laptop","relative_clause","13","English",26,"3",""
4,2000,4,"concrete","watch","relative_clause","13","English",26,"3",""
0,200,4,"inductive","coffee maker","relative_clause","13","English",26,"3",""
-4,24,0,"concrete","coffee maker","relative_clause","13","English",26,"3",""
0,100,2,"inductive","coffee maker","relative_clause","13","English",26,"3",""
-4,18,0,"concrete","sweater","relative_clause","13","English",26,"3",""
0,25.8,1,"inductive","headphones","relative_clause","13","English",26,"3",""
4,234,4,"concrete","headphones","relative_clause","13","English",26,"3",""
2,100,0,"concrete","watch","relative_clause","13","English",26,"3",""
0,185,1,"inductive","laptop","relative_clause","13","English",26,"3",""
2,900,2,"concrete","laptop","relative_clause","13","English",26,"3",""
-3,240,1,"inductive","watch","relative_clause","14","English",43,"2",""
-4,1295,3,"inductive","laptop","relative_clause","14","English",43,"2",""
-4,2400,4,"inductive","watch","relative_clause","14","English",43,"2",""
-4,119.7,3,"inductive","sweater","relative_clause","14","English",43,"2",""
2,57,2,"concrete","sweater","relative_clause","14","English",43,"2",""
4,18.5,0,"inductive","laptop","relative_clause","14","English",43,"2",""
4,17.1,1,"inductive","sweater","relative_clause","14","English",43,"2",""
4,96,2,"concrete","headphones","relative_clause","14","English",43,"2",""
4,2.58,0,"inductive","headphones","relative_clause","14","English",43,"2",""
1,25.8,1,"inductive","headphones","relative_clause","14","English",43,"2",""
4,144,3,"concrete","headphones","relative_clause","14","English",43,"2",""
-4,258,4,"inductive","headphones","relative_clause","14","English",43,"2",""
-4,1680,3,"inductive","watch","relative_clause","14","English",43,"2",""
4,185,1,"inductive","laptop","relative_clause","14","English",43,"2",""
-1,36,1,"concrete","sweater","relative_clause","14","English",43,"2",""
-3,85.5,2,"inductive","sweater","relative_clause","14","English",43,"2",""
2,60,1,"concrete","headphones","relative_clause","14","English",43,"2",""
4,234,4,"concrete","headphones","relative_clause","14","English",43,"2",""
4,1.71,0,"inductive","sweater","relative_clause","14","English",43,"2",""
4,1850,4,"concrete","laptop","relative_clause","14","English",43,"2",""
-3,200,4,"inductive","coffee maker","relative_clause","14","English",43,"2",""
4,150,4,"concrete","sweater","relative_clause","14","English",43,"2",""
-4,24,0,"concrete","coffee maker","relative_clause","14","English",43,"2",""
4,1250,3,"concrete","laptop","relative_clause","14","English",43,"2",""
-4,171,4,"inductive","sweater","relative_clause","14","English",43,"2",""
1,100,0,"concrete","watch","relative_clause","14","English",43,"2",""
-4,140,3,"inductive","coffee maker","relative_clause","14","English",43,"2",""
-4,180.6,3,"inductive","headphones","relative_clause","14","English",43,"2",""
-3,18,0,"concrete","sweater","relative_clause","14","English",43,"2",""
4,24,0,"inductive","watch","relative_clause","14","English",43,"2",""
-4,925,2,"inductive","laptop","relative_clause","14","English",43,"2",""
4,20,1,"inductive","coffee maker","relative_clause","14","English",43,"2",""
4,2,0,"inductive","coffee maker","relative_clause","14","English",43,"2",""
4,2000,4,"concrete","watch","relative_clause","14","English",43,"2",""
3,900,2,"concrete","laptop","relative_clause","14","English",43,"2",""
2,84,2,"concrete","coffee maker","relative_clause","14","English",43,"2",""
-1,52,1,"concrete","coffee maker","relative_clause","14","English",43,"2",""
4,450,2,"concrete","watch","relative_clause","14","English",43,"2",""
4,87,3,"concrete","sweater","relative_clause","14","English",43,"2",""
4,188,4,"concrete","coffee maker","relative_clause","14","English",43,"2",""
2,600,1,"concrete","laptop","relative_clause","14","English",43,"2",""
-4,1200,2,"inductive","watch","relative_clause","14","English",43,"2",""
-4,1850,4,"inductive","laptop","relative_clause","14","English",43,"2",""
-4,24,0,"concrete","headphones","relative_clause","14","English",43,"2",""
4,250,1,"concrete","watch","relative_clause","14","English",43,"2",""
4,900,3,"concrete","watch","relative_clause","14","English",43,"2",""
-4,100,2,"inductive","coffee maker","relative_clause","14","English",43,"2",""
4,124,3,"concrete","coffee maker","relative_clause","14","English",43,"2",""
-4,129,2,"inductive","headphones","relative_clause","14","English",43,"2",""
0,350,0,"concrete","laptop","relative_clause","14","English",43,"2",""
2,20,1,"inductive","coffee maker","relative_clause","15","English",34,"3","N/A"
3,234,4,"concrete","headphones","relative_clause","15","English",34,"3","N/A"
1,36,1,"concrete","sweater","relative_clause","15","English",34,"3","N/A"
0,24,0,"concrete","headphones","relative_clause","15","English",34,"3","N/A"
2,258,4,"inductive","headphones","relative_clause","15","English",34,"3","N/A"
0,96,2,"concrete","headphones","relative_clause","15","English",34,"3","N/A"
2,18.5,0,"inductive","laptop","relative_clause","15","English",34,"3","N/A"
0,100,0,"concrete","watch","relative_clause","15","English",34,"3","N/A"
2,1.71,0,"inductive","sweater","relative_clause","15","English",34,"3","N/A"
0,240,1,"inductive","watch","relative_clause","15","English",34,"3","N/A"
2,2400,4,"inductive","watch","relative_clause","15","English",34,"3","N/A"
-1,144,3,"concrete","headphones","relative_clause","15","English",34,"3","N/A"
2,100,2,"inductive","coffee maker","relative_clause","15","English",34,"3","N/A"
0,200,4,"inductive","coffee maker","relative_clause","15","English",34,"3","N/A"
2,1200,2,"inductive","watch","relative_clause","15","English",34,"3","N/A"
-1,185,1,"inductive","laptop","relative_clause","15","English",34,"3","N/A"
2,171,4,"inductive","sweater","relative_clause","15","English",34,"3","N/A"
-1,2.58,0,"inductive","headphones","relative_clause","15","English",34,"3","N/A"
2,124,3,"concrete","coffee maker","relative_clause","15","English",34,"3","N/A"
-1,87,3,"concrete","sweater","relative_clause","15","English",34,"3","N/A"
0,1680,3,"inductive","watch","relative_clause","15","English",34,"3","N/A"
-1,17.1,1,"inductive","sweater","relative_clause","15","English",34,"3","N/A"
2,129,2,"inductive","headphones","relative_clause","15","English",34,"3","N/A"
-1,1850,4,"concrete","laptop","relative_clause","15","English",34,"3","N/A"
2,18,0,"concrete","sweater","relative_clause","15","English",34,"3","N/A"
0,450,2,"concrete","watch","relative_clause","15","English",34,"3","N/A"
2,24,0,"inductive","watch","relative_clause","15","English",34,"3","N/A"
-1,188,4,"concrete","coffee maker","relative_clause","15","English",34,"3","N/A"
2,250,1,"concrete","watch","relative_clause","15","English",34,"3","N/A"
-1,1250,3,"concrete","laptop","relative_clause","15","English",34,"3","N/A"
3,24,0,"concrete","coffee maker","relative_clause","15","English",34,"3","N/A"
-1,52,1,"concrete","coffee maker","relative_clause","15","English",34,"3","N/A"
3,2000,4,"concrete","watch","relative_clause","15","English",34,"3","N/A"
0,119.7,3,"inductive","sweater","relative_clause","15","English",34,"3","N/A"
2,1295,3,"inductive","laptop","relative_clause","15","English",34,"3","N/A"
-1,85.5,2,"inductive","sweater","relative_clause","15","English",34,"3","N/A"
3,925,2,"inductive","laptop","relative_clause","15","English",34,"3","N/A"
1,150,4,"concrete","sweater","relative_clause","15","English",34,"3","N/A"
